NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
SINGH_KRAS_DEPENDENCY_SIGNATURE	SINGH_KRAS_DEPENDENCY_SIGNATURE	Details ...	20	0.83249694	1.9950043	0.0	0.005685842	0.006	1088	tags=65%, list=6%, signal=69%	
P53_DN.V1_UP	P53_DN.V1_UP	Details ...	190	0.47834188	1.8710753	0.005319149	0.02441647	0.059	2161	tags=37%, list=13%, signal=42%	
AKT_UP.V1_UP	AKT_UP.V1_UP	Details ...	160	0.46494246	1.7647871	0.00837521	0.0649489	0.192	3499	tags=46%, list=21%, signal=57%	
ERBB2_UP.V1_UP	ERBB2_UP.V1_UP	Details ...	189	0.39422965	1.6862845	0.0079113925	0.111389756	0.341	1999	tags=29%, list=12%, signal=33%	
MEK_UP.V1_UP	MEK_UP.V1_UP	Details ...	194	0.40945	1.6386154	0.014059754	0.13934432	0.479	2414	tags=36%, list=14%, signal=41%	
MTOR_UP.V1_UP	MTOR_UP.V1_UP	Details ...	156	0.41111183	1.6178197	0.021702837	0.14508621	0.53	3406	tags=40%, list=20%, signal=49%	
AKT_UP_MTOR_DN.V1_UP	AKT_UP_MTOR_DN.V1_UP	Details ...	169	0.35415027	1.475707	0.0330033	0.3972146	0.853	1828	tags=24%, list=11%, signal=26%	
RB_P107_DN.V1_DN	RB_P107_DN.V1_DN	Details ...	125	0.3585723	1.4092256	0.07167832	0.543924	0.937	4484	tags=43%, list=26%, signal=58%	
TBK1.DN.48HRS_DN	TBK1.DN.48HRS_DN	Details ...	50	0.38681644	1.3833107	0.10154905	0.57282317	0.956	2795	tags=34%, list=17%, signal=41%	
CSR_LATE_UP.V1_UP	CSR_LATE_UP.V1_UP	Details ...	159	0.4033649	1.350535	0.15412845	0.6291257	0.975	3366	tags=43%, list=20%, signal=53%	
BCAT_BILD_ET_AL_UP	BCAT_BILD_ET_AL_UP	Details ...	44	0.4159495	1.3500435	0.12544803	0.57363147	0.975	3755	tags=45%, list=22%, signal=58%	
RB_P107_DN.V1_UP	RB_P107_DN.V1_UP	Details ...	126	0.40037736	1.3314229	0.1741573	0.58915967	0.985	3820	tags=46%, list=23%, signal=59%	
HOXA9_DN.V1_DN	HOXA9_DN.V1_DN	Details ...	186	0.31084198	1.3284179	0.12241379	0.55422986	0.985	2898	tags=32%, list=17%, signal=38%	
RB_DN.V1_DN	RB_DN.V1_DN	Details ...	117	0.33239847	1.3015842	0.123411976	0.60221946	0.988	2800	tags=30%, list=17%, signal=36%	
E2F1_UP.V1_UP	E2F1_UP.V1_UP	Details ...	184	0.3212904	1.299284	0.16760829	0.5692128	0.988	3452	tags=34%, list=20%, signal=43%	
PRC2_EED_DN.V1_DN	PRC2_EED_DN.V1_DN	Details ...	189	0.34200034	1.2748723	0.18874773	0.61104965	0.995	2736	tags=29%, list=16%, signal=34%	
CYCLIN_D1_KE_.V1_UP	CYCLIN_D1_KE_.V1_UP	Details ...	174	0.3214918	1.2703251	0.13682432	0.5875401	0.995	3557	tags=32%, list=21%, signal=40%	
BCAT.100_UP.V1_UP	BCAT.100_UP.V1_UP	Details ...	46	0.33965373	1.244037	0.16770187	0.6356419	0.998	2302	tags=33%, list=14%, signal=38%	
RB_DN.V1_UP	RB_DN.V1_UP	Details ...	114	0.32763773	1.2355539	0.20833333	0.62894565	0.998	3747	tags=40%, list=22%, signal=51%	
RPS14_DN.V1_DN	RPS14_DN.V1_DN	Details ...	182	0.31241304	1.2239127	0.22767076	0.6324881	0.998	2143	tags=26%, list=13%, signal=29%	
EIF4E_UP	EIF4E_UP		92	0.38325992	1.2119567	0.28496504	0.63883245	0.999	4238	tags=52%, list=25%, signal=69%	
GCNP_SHH_UP_LATE.V1_UP	GCNP_SHH_UP_LATE.V1_UP		177	0.31108198	1.2111504	0.2248062	0.6121283	0.999	2964	tags=32%, list=18%, signal=38%	
LEF1_UP.V1_DN	LEF1_UP.V1_DN		183	0.28245515	1.1617811	0.24875621	0.7372114	1.0	3005	tags=29%, list=18%, signal=35%	
MTOR_UP.N4.V1_UP	MTOR_UP.N4.V1_UP		192	0.273414	1.1360936	0.26804122	0.7893756	1.0	2814	tags=28%, list=17%, signal=33%	
E2F3_UP.V1_DN	E2F3_UP.V1_DN		142	0.25949314	1.1273909	0.25853658	0.78680235	1.0	4032	tags=35%, list=24%, signal=46%	
IL2_UP.V1_UP	IL2_UP.V1_UP		171	0.26141128	1.1245906	0.25764894	0.7651155	1.0	2806	tags=28%, list=17%, signal=33%	
IL15_UP.V1_UP	IL15_UP.V1_UP		166	0.26456615	1.1199173	0.2762712	0.7505343	1.0	2806	tags=28%, list=17%, signal=33%	
MYC_UP.V1_DN	MYC_UP.V1_DN		156	0.27184737	1.1197615	0.2974359	0.72436947	1.0	4009	tags=38%, list=24%, signal=49%	
RB_P130_DN.V1_UP	RB_P130_DN.V1_UP		120	0.30204588	1.1183687	0.33840948	0.7033305	1.0	2830	tags=28%, list=17%, signal=33%	
SIRNA_EIF4GI_DN	SIRNA_EIF4GI_DN		90	0.29354578	1.0827924	0.33908045	0.7842364	1.0	3120	tags=34%, list=18%, signal=42%	
TBK1.DN.48HRS_UP	TBK1.DN.48HRS_UP		50	0.2740523	1.0725325	0.37056738	0.7901585	1.0	2952	tags=24%, list=17%, signal=29%	
BMI1_DN.V1_UP	BMI1_DN.V1_UP		142	0.28902358	1.0687041	0.37745973	0.7768977	1.0	2893	tags=28%, list=17%, signal=34%	
RAF_UP.V1_UP	RAF_UP.V1_UP		191	0.26362112	1.0620265	0.3676732	0.77298814	1.0	2335	tags=25%, list=14%, signal=28%	
ATF2_S_UP.V1_UP	ATF2_S_UP.V1_UP		169	0.2293115	1.045942	0.3760218	0.79661906	1.0	2026	tags=20%, list=12%, signal=23%	
PRC2_EZH2_UP.V1_DN	PRC2_EZH2_UP.V1_DN		174	0.253948	1.0349226	0.39092496	0.80599153	1.0	2229	tags=25%, list=13%, signal=28%	
GCNP_SHH_UP_LATE.V1_DN	GCNP_SHH_UP_LATE.V1_DN		165	0.24989957	1.034241	0.40884957	0.7853721	1.0	2968	tags=25%, list=18%, signal=31%	
SRC_UP.V1_DN	SRC_UP.V1_DN		156	0.23137665	1.0332127	0.3918919	0.76700777	1.0	3220	tags=25%, list=19%, signal=31%	
