NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
RPS14_DN.V1_DN	RPS14_DN.V1_DN	Details ...	182	-0.38151878	-1.4570558	0.09965035	1.0	0.886	4557	tags=43%, list=27%, signal=58%	
MTOR_UP.V1_UP	MTOR_UP.V1_UP	Details ...	156	-0.37150916	-1.4474273	0.060100168	1.0	0.895	4873	tags=46%, list=29%, signal=64%	
BCAT_BILD_ET_AL_UP	BCAT_BILD_ET_AL_UP	Details ...	44	-0.43410757	-1.4420872	0.054446463	1.0	0.897	5132	tags=52%, list=30%, signal=75%	
E2F1_UP.V1_UP	E2F1_UP.V1_UP	Details ...	184	-0.33595943	-1.3343154	0.15818182	1.0	0.971	4932	tags=42%, list=29%, signal=59%	
MYC_UP.V1_UP	MYC_UP.V1_UP	Details ...	170	-0.36313832	-1.3252836	0.15636364	1.0	0.974	6086	tags=51%, list=36%, signal=78%	
GCNP_SHH_UP_LATE.V1_UP	GCNP_SHH_UP_LATE.V1_UP	Details ...	177	-0.33561552	-1.2908202	0.1827957	1.0	0.982	5179	tags=40%, list=31%, signal=57%	
ALK_DN.V1_DN	ALK_DN.V1_DN	Details ...	115	-0.3150337	-1.2801771	0.118589744	1.0	0.983	3920	tags=33%, list=23%, signal=43%	
CRX_DN.V1_UP	CRX_DN.V1_UP	Details ...	122	-0.28260705	-1.2389853	0.1006192	1.0	0.991	3558	tags=30%, list=21%, signal=38%	
JAK2_DN.V1_DN	JAK2_DN.V1_DN	Details ...	134	-0.3305701	-1.2352344	0.2235702	1.0	0.992	2783	tags=27%, list=16%, signal=32%	
PRC2_EZH2_UP.V1_DN	PRC2_EZH2_UP.V1_DN	Details ...	174	-0.30841148	-1.2273769	0.19604613	1.0	0.992	3924	tags=34%, list=23%, signal=44%	
BCAT.100_UP.V1_DN	BCAT.100_UP.V1_DN	Details ...	31	-0.34592262	-1.2253225	0.17517006	1.0	0.992	4542	tags=39%, list=27%, signal=53%	
RB_DN.V1_UP	RB_DN.V1_UP	Details ...	114	-0.31867138	-1.1969632	0.22867514	1.0	0.997	5162	tags=39%, list=30%, signal=56%	
RB_P130_DN.V1_UP	RB_P130_DN.V1_UP	Details ...	120	-0.3176611	-1.1835344	0.25311944	1.0	0.998	5855	tags=47%, list=35%, signal=71%	
CSR_EARLY_UP.V1_DN	CSR_EARLY_UP.V1_DN	Details ...	124	-0.29999456	-1.1827966	0.24861878	1.0	0.999	3736	tags=30%, list=22%, signal=38%	
PDGF_ERK_DN.V1_UP	PDGF_ERK_DN.V1_UP	Details ...	129	-0.24742867	-1.1262188	0.245	1.0	1.0	2671	tags=22%, list=16%, signal=26%	
ESC_J1_UP_LATE.V1_DN	ESC_J1_UP_LATE.V1_DN	Details ...	161	-0.2558152	-1.1260649	0.2458194	1.0	1.0	3649	tags=26%, list=22%, signal=33%	
BCAT_GDS748_DN	BCAT_GDS748_DN	Details ...	41	-0.29155675	-1.0977304	0.32394367	1.0	1.0	2501	tags=20%, list=15%, signal=23%	
EIF4E_UP	EIF4E_UP	Details ...	92	-0.3312152	-1.0847226	0.38348624	1.0	1.0	4266	tags=38%, list=25%, signal=51%	
E2F3_UP.V1_UP	E2F3_UP.V1_UP	Details ...	178	-0.25815964	-1.0821162	0.3220339	1.0	1.0	4963	tags=35%, list=29%, signal=50%	
CAMP_UP.V1_UP	CAMP_UP.V1_UP	Details ...	199	-0.2639366	-1.0760106	0.35674676	1.0	1.0	6280	tags=44%, list=37%, signal=69%	
MTOR_UP.N4.V1_UP	MTOR_UP.N4.V1_UP		192	-0.25304806	-1.0647112	0.36363637	1.0	1.0	3649	tags=27%, list=22%, signal=34%	
ATF2_S_UP.V1_UP	ATF2_S_UP.V1_UP		169	-0.23309112	-1.0490406	0.35470086	1.0	1.0	2982	tags=21%, list=18%, signal=26%	
