NAME	TITLE	SCORE	
TLN1	talin 1 [Source:HGNC Symbol;Acc:HGNC:11845]	0.18695962	
TBC1D1	TBC1 domain family member 1 [Source:HGNC Symbol;Acc:HGNC:11578]	0.1869556	
KIRREL1	kirre like nephrin family adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:15734]	0.18686107	
HYAL2	hyaluronidase 2 [Source:HGNC Symbol;Acc:HGNC:5321]	0.18668805	
KANK4	KN motif and ankyrin repeat domains 4 [Source:HGNC Symbol;Acc:HGNC:27263]	0.1866857	
PTPRG	protein tyrosine phosphatase receptor type G [Source:HGNC Symbol;Acc:HGNC:9671]	0.18659343	
OSTF1	osteoclast stimulating factor 1 [Source:HGNC Symbol;Acc:HGNC:8510]	0.1865704	
CDH5	cadherin 5 [Source:HGNC Symbol;Acc:HGNC:1764]	0.18653394	
ITM2A	integral membrane protein 2A [Source:HGNC Symbol;Acc:HGNC:6173]	0.18651272	
KIF26B	kinesin family member 26B [Source:HGNC Symbol;Acc:HGNC:25484]	0.18641844	
CCNI	cyclin I [Source:HGNC Symbol;Acc:HGNC:1595]	0.18634051	
ICOSLG	inducible T cell costimulator ligand [Source:HGNC Symbol;Acc:HGNC:17087]	0.18634032	
MMP2	matrix metallopeptidase 2 [Source:HGNC Symbol;Acc:HGNC:7166]	0.1862758	
PXDN	peroxidasin [Source:HGNC Symbol;Acc:HGNC:14966]	0.18611622	
OPRL1	opioid related nociceptin receptor 1 [Source:HGNC Symbol;Acc:HGNC:8155]	0.18572572	
RELL1	RELT like 1 [Source:HGNC Symbol;Acc:HGNC:27379]	0.185629	
MARVELD1	MARVEL domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28674]	0.18559884	
POP1	POP1 homolog, ribonuclease P/MRP subunit [Source:HGNC Symbol;Acc:HGNC:30129]	0.1855347	
COL5A2	collagen type V alpha 2 chain [Source:HGNC Symbol;Acc:HGNC:2210]	0.18550217	
COL5A1	collagen type V alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2209]	0.18545432	
COL17A1	collagen type XVII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2194]	0.1853361	
TNFSF18	TNF superfamily member 18 [Source:HGNC Symbol;Acc:HGNC:11932]	0.18528043	
TPSAB1	tryptase alpha/beta 1 [Source:HGNC Symbol;Acc:HGNC:12019]	0.18524864	
THY1	Thy-1 cell surface antigen [Source:HGNC Symbol;Acc:HGNC:11801]	0.18523403	
TIE1	tyrosine kinase with immunoglobulin like and EGF like domains 1 [Source:HGNC Symbol;Acc:HGNC:11809]	0.18521586	
MEX3C	mex-3 RNA binding family member C [Source:HGNC Symbol;Acc:HGNC:28040]	0.18520626	
TRIL	TLR4 interactor with leucine rich repeats [Source:HGNC Symbol;Acc:HGNC:22200]	0.18513773	
CUL4B	cullin 4B [Source:HGNC Symbol;Acc:HGNC:2555]	0.18502048	
STX5	syntaxin 5 [Source:HGNC Symbol;Acc:HGNC:11440]	0.18493569	
AP3B1	adaptor related protein complex 3 subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:566]	0.18488029	
PPEF1	protein phosphatase with EF-hand domain 1 [Source:HGNC Symbol;Acc:HGNC:9243]	0.18487701	
TMEM26	transmembrane protein 26 [Source:HGNC Symbol;Acc:HGNC:28550]	0.1848295	
NTRK1	neurotrophic receptor tyrosine kinase 1 [Source:HGNC Symbol;Acc:HGNC:8031]	0.18469164	
SNX32	sorting nexin 32 [Source:HGNC Symbol;Acc:HGNC:26423]	0.18441865	
KCNJ2	potassium inwardly rectifying channel subfamily J member 2 [Source:HGNC Symbol;Acc:HGNC:6263]	0.18427178	
