NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
YAP1_DN	YAP1_DN	Details ...	36	-0.4706075	-1.6732638	0.0038834952	0.7121669	0.348	4223	tags=42%, list=25%, signal=55%	
CTIP_DN.V1_UP	CTIP_DN.V1_UP	Details ...	109	-0.40822583	-1.5325731	0.032629557	1.0	0.72	2334	tags=27%, list=14%, signal=31%	
KRAS.AMP.LUNG_UP.V1_DN	KRAS.AMP.LUNG_UP.V1_DN	Details ...	118	-0.34838474	-1.4468269	0.045725647	1.0	0.872	4241	tags=36%, list=25%, signal=47%	
SRC_UP.V1_UP	SRC_UP.V1_UP	Details ...	142	-0.3636803	-1.414781	0.0754717	1.0	0.905	4931	tags=41%, list=29%, signal=57%	
BRCA1_DN.V1_DN	BRCA1_DN.V1_DN	Details ...	115	-0.31968397	-1.3638788	0.06225681	1.0	0.946	3944	tags=30%, list=23%, signal=39%	
PKCA_DN.V1_UP	PKCA_DN.V1_UP	Details ...	139	-0.3216441	-1.3588908	0.061797753	1.0	0.949	5508	tags=39%, list=33%, signal=57%	
KRAS.BREAST_UP.V1_DN	KRAS.BREAST_UP.V1_DN	Details ...	119	-0.33922145	-1.3526387	0.08237548	1.0	0.958	2835	tags=26%, list=17%, signal=31%	
KRAS.600.LUNG.BREAST_UP.V1_DN	KRAS.600.LUNG.BREAST_UP.V1_DN	Details ...	233	-0.31100813	-1.3425435	0.07198443	1.0	0.964	3047	tags=26%, list=18%, signal=31%	
JAK2_DN.V1_UP	JAK2_DN.V1_UP	Details ...	142	-0.32082105	-1.3249329	0.08239701	1.0	0.97	4747	tags=36%, list=28%, signal=49%	
CAHOY_ASTROCYTIC	CAHOY_ASTROCYTIC	Details ...	92	-0.32464987	-1.3241436	0.084745765	0.99014336	0.97	2295	tags=23%, list=14%, signal=26%	
E2F3_UP.V1_UP	E2F3_UP.V1_UP	Details ...	178	-0.3053813	-1.3195075	0.09437751	0.92507935	0.971	6088	tags=48%, list=36%, signal=74%	
MTOR_UP.V1_DN	MTOR_UP.V1_DN	Details ...	175	-0.30455086	-1.31637	0.101626016	0.8622866	0.971	4744	tags=35%, list=28%, signal=48%	
AKT_UP_MTOR_DN.V1_DN	AKT_UP_MTOR_DN.V1_DN	Details ...	179	-0.27904907	-1.2909697	0.07984032	0.9158866	0.985	3883	tags=28%, list=23%, signal=37%	
BCAT_GDS748_DN	BCAT_GDS748_DN	Details ...	41	-0.3223449	-1.267149	0.14028056	0.96340936	0.99	4801	tags=41%, list=28%, signal=58%	
PTEN_DN.V2_DN	PTEN_DN.V2_DN	Details ...	133	-0.27708107	-1.2546453	0.11934157	0.96004593	0.992	5857	tags=42%, list=35%, signal=64%	
SRC_UP.V1_DN	SRC_UP.V1_DN	Details ...	156	-0.27244055	-1.243263	0.1252372	0.95434505	0.993	2024	tags=21%, list=12%, signal=23%	
VEGF_A_UP.V1_UP	VEGF_A_UP.V1_UP	Details ...	184	-0.3036909	-1.2388437	0.17525773	0.9179401	0.995	4855	tags=36%, list=29%, signal=50%	
IL21_UP.V1_DN	IL21_UP.V1_DN	Details ...	147	-0.29959002	-1.232568	0.15992647	0.89540523	0.995	6205	tags=43%, list=37%, signal=67%	
ESC_V6.5_UP_LATE.V1_DN	ESC_V6.5_UP_LATE.V1_DN	Details ...	169	-0.26176003	-1.186405	0.1659919	1.0	0.997	3536	tags=27%, list=21%, signal=33%	
KRAS.300_UP.V1_DN	KRAS.300_UP.V1_DN	Details ...	122	-0.28183135	-1.1845816	0.18934911	1.0	0.997	3405	tags=27%, list=20%, signal=34%	
DCA_UP.V1_DN	DCA_UP.V1_DN		164	-0.26905346	-1.1786897	0.21868365	0.99789834	0.998	5056	tags=35%, list=30%, signal=49%	
BRCA1_DN.V1_UP	BRCA1_DN.V1_UP		95	-0.3235852	-1.1776547	0.23809524	0.9580973	0.998	4602	tags=36%, list=27%, signal=49%	
TGFB_UP.V1_DN	TGFB_UP.V1_DN		177	-0.2535389	-1.1761705	0.17142858	0.9224082	0.998	5557	tags=38%, list=33%, signal=56%	
BCAT.100_UP.V1_DN	BCAT.100_UP.V1_DN		31	-0.31811082	-1.1695788	0.23962264	0.91077894	0.999	947	tags=16%, list=6%, signal=17%	
PRC2_SUZ12_UP.V1_DN	PRC2_SUZ12_UP.V1_DN		156	-0.25475156	-1.1624391	0.18435754	0.90259725	1.0	3094	tags=24%, list=18%, signal=29%	
ESC_J1_UP_LATE.V1_DN	ESC_J1_UP_LATE.V1_DN		161	-0.2546096	-1.1574728	0.20980392	0.88743323	1.0	3731	tags=26%, list=22%, signal=33%	
CSR_EARLY_UP.V1_DN	CSR_EARLY_UP.V1_DN		124	-0.28747723	-1.1477594	0.28174603	0.8924659	1.0	3830	tags=28%, list=23%, signal=36%	
WNT_UP.V1_UP	WNT_UP.V1_UP		151	-0.25447834	-1.1426067	0.21289062	0.8799735	1.0	4511	tags=30%, list=27%, signal=41%	
KRAS.AMP.LUNG_UP.V1_UP	KRAS.AMP.LUNG_UP.V1_UP		107	-0.29674375	-1.1410083	0.27850467	0.8556269	1.0	2714	tags=27%, list=16%, signal=32%	
RB_DN.V1_UP	RB_DN.V1_UP		114	-0.28659713	-1.132961	0.30784708	0.85830593	1.0	4071	tags=30%, list=24%, signal=39%	
PRC1_BMI_UP.V1_DN	PRC1_BMI_UP.V1_DN		149	-0.25189942	-1.132679	0.23836127	0.83171856	1.0	4144	tags=28%, list=24%, signal=37%	
KRAS.600_UP.V1_DN	KRAS.600_UP.V1_DN		230	-0.25371808	-1.1257907	0.25478926	0.8300809	1.0	2635	tags=21%, list=16%, signal=25%	
EIF4E_UP	EIF4E_UP		92	-0.33801693	-1.1183065	0.3442623	0.8317004	1.0	4651	tags=37%, list=27%, signal=51%	
JAK2_DN.V1_DN	JAK2_DN.V1_DN		134	-0.29153797	-1.1177902	0.31040892	0.8087327	1.0	4324	tags=32%, list=26%, signal=43%	
