NAME	TITLE	SCORE	
FLVCR2	FLVCR choline and putative heme transporter 2 [Source:HGNC Symbol;Acc:HGNC:20105]	0.35044557	
BLVRA	biliverdin reductase A [Source:HGNC Symbol;Acc:HGNC:1062]	0.34593767	
TM2D2	TM2 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24127]	0.3439207	
OGDH	oxoglutarate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:8124]	0.33365175	
ZC4H2	zinc finger C4H2-type containing [Source:HGNC Symbol;Acc:HGNC:24931]	0.33106247	
ENKUR	enkurin, TRPC channel interacting protein [Source:HGNC Symbol;Acc:HGNC:28388]	0.32665604	
VAV2	vav guanine nucleotide exchange factor 2 [Source:HGNC Symbol;Acc:HGNC:12658]	0.32270104	
SLC10A3	solute carrier family 10 member 3 [Source:HGNC Symbol;Acc:HGNC:22979]	0.32099378	
SYS1	SYS1 golgi trafficking protein [Source:HGNC Symbol;Acc:HGNC:16162]	0.3187006	
RPSAP52	ribosomal protein SA pseudogene 52 [Source:HGNC Symbol;Acc:HGNC:35752]	0.31288776	
RNF26	ring finger protein 26 [Source:HGNC Symbol;Acc:HGNC:14646]	0.30455083	
ZNFX1	zinc finger NFX1-type containing 1 [Source:HGNC Symbol;Acc:HGNC:29271]	0.30103382	
BCL9L	BCL9 like [Source:HGNC Symbol;Acc:HGNC:23688]	0.30002758	
NDE1	nudE neurodevelopment protein 1 [Source:HGNC Symbol;Acc:HGNC:17619]	0.2982433	
DLG5-AS1	DLG5 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:45109]	0.29765415	
TBC1D2B	TBC1 domain family member 2B [Source:HGNC Symbol;Acc:HGNC:29183]	0.2959604	
FTSJ1	FtsJ RNA 2'-O-methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:13254]	0.29545656	
IL15	interleukin 15 [Source:HGNC Symbol;Acc:HGNC:5977]	0.2941321	
TTC7A	tetratricopeptide repeat domain 7A [Source:HGNC Symbol;Acc:HGNC:19750]	0.29203033	
AGMO	alkylglycerol monooxygenase [Source:HGNC Symbol;Acc:HGNC:33784]	0.28917685	
PTPN9	protein tyrosine phosphatase non-receptor type 9 [Source:HGNC Symbol;Acc:HGNC:9661]	0.28916302	
DRC1	dynein regulatory complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:24245]	0.2888954	
CHRNB4	cholinergic receptor nicotinic beta 4 subunit [Source:HGNC Symbol;Acc:HGNC:1964]	0.28784314	
PRR5L	proline rich 5 like [Source:HGNC Symbol;Acc:HGNC:25878]	0.28533688	
MED22	mediator complex subunit 22 [Source:HGNC Symbol;Acc:HGNC:11477]	0.28404912	
NUDCD3	NudC domain containing 3 [Source:HGNC Symbol;Acc:HGNC:22208]	0.28369558	
MR1	major histocompatibility complex, class I-related [Source:HGNC Symbol;Acc:HGNC:4975]	0.28237936	
PHEX	phosphate regulating endopeptidase X-linked [Source:HGNC Symbol;Acc:HGNC:8918]	0.28216207	
VPS4A	vacuolar protein sorting 4 homolog A [Source:HGNC Symbol;Acc:HGNC:13488]	0.28130102	
PML	PML nuclear body scaffold [Source:HGNC Symbol;Acc:HGNC:9113]	0.27984086	
IL2RA	interleukin 2 receptor subunit alpha [Source:HGNC Symbol;Acc:HGNC:6008]	0.2786573	
CHMP1A	charged multivesicular body protein 1A [Source:HGNC Symbol;Acc:HGNC:8740]	0.278048	
NRP2	neuropilin 2 [Source:HGNC Symbol;Acc:HGNC:8005]	0.27587187	
CUEDC1	CUE domain containing 1 [Source:HGNC Symbol;Acc:HGNC:31350]	0.27584422	
SLC7A7	solute carrier family 7 member 7 [Source:HGNC Symbol;Acc:HGNC:11065]	0.27459612	
SNX33	sorting nexin 33 [Source:HGNC Symbol;Acc:HGNC:28468]	0.27313405	
CD300A	CD300a molecule [Source:HGNC Symbol;Acc:HGNC:19319]	0.2728358	
MUL1	mitochondrial E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:25762]	0.26938057	
TMEM127	transmembrane protein 127 [Source:HGNC Symbol;Acc:HGNC:26038]	0.26936615	
NLRX1	NLR family member X1 [Source:HGNC Symbol;Acc:HGNC:29890]	0.26866218	
HLA-DQB1	major histocompatibility complex, class II, DQ beta 1 [Source:HGNC Symbol;Acc:HGNC:4944]	0.26777637	
TNKS1BP1	tankyrase 1 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:19081]	0.26727545	
ARAF	A-Raf proto-oncogene, serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:646]	0.26616043	
KIR2DL4	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 4 [Source:HGNC Symbol;Acc:HGNC:6332]	0.26572436	
EHD2	EH domain containing 2 [Source:HGNC Symbol;Acc:HGNC:3243]	0.26423532	
TGFBR1	transforming growth factor beta receptor 1 [Source:HGNC Symbol;Acc:HGNC:11772]	0.26378506	
POLG	DNA polymerase gamma, catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9179]	0.26352665	
INTS5	integrator complex subunit 5 [Source:HGNC Symbol;Acc:HGNC:29352]	0.26266137	
TAPBPL	TAP binding protein like [Source:HGNC Symbol;Acc:HGNC:30683]	0.26164475	
PACS1	phosphofurin acidic cluster sorting protein 1 [Source:HGNC Symbol;Acc:HGNC:30032]	0.26152676	
EIF4G1	eukaryotic translation initiation factor 4 gamma 1 [Source:HGNC Symbol;Acc:HGNC:3296]	0.26118842	
EDC3	enhancer of mRNA decapping 3 [Source:HGNC Symbol;Acc:HGNC:26114]	0.26106998	
URGCP	upregulator of cell proliferation [Source:HGNC Symbol;Acc:HGNC:30890]	0.26077056	
SBDS	SBDS ribosome maturation factor [Source:HGNC Symbol;Acc:HGNC:19440]	0.26018018	
MORN5	MORN repeat containing 5 [Source:HGNC Symbol;Acc:HGNC:17841]	0.26007572	
PORCN	porcupine O-acyltransferase [Source:HGNC Symbol;Acc:HGNC:17652]	0.25966287	
TMEM109	transmembrane protein 109 [Source:HGNC Symbol;Acc:HGNC:28771]	0.25942668	
CSF2	colony stimulating factor 2 [Source:HGNC Symbol;Acc:HGNC:2434]	0.25925922	
RAB35	RAB35, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9774]	0.2590723	
SYT1	synaptotagmin 1 [Source:HGNC Symbol;Acc:HGNC:11509]	0.25864428	
ESYT1	extended synaptotagmin 1 [Source:HGNC Symbol;Acc:HGNC:29534]	0.25807586	
TNFRSF1A	TNF receptor superfamily member 1A [Source:HGNC Symbol;Acc:HGNC:11916]	0.25765872	
TNFAIP8L1	TNF alpha induced protein 8 like 1 [Source:HGNC Symbol;Acc:HGNC:28279]	0.25758252	
PLA2G15	phospholipase A2 group XV [Source:HGNC Symbol;Acc:HGNC:17163]	0.25697693	
TADA3	transcriptional adaptor 3 [Source:HGNC Symbol;Acc:HGNC:19422]	0.25581497	
HLA-DRB1	major histocompatibility complex, class II, DR beta 1 [Source:HGNC Symbol;Acc:HGNC:4948]	0.2548939	
CHST15	carbohydrate sulfotransferase 15 [Source:HGNC Symbol;Acc:HGNC:18137]	0.25477967	
ITGA11	integrin subunit alpha 11 [Source:HGNC Symbol;Acc:HGNC:6136]	0.25315437	
CTNNB1	catenin beta 1 [Source:HGNC Symbol;Acc:HGNC:2514]	0.25255743	
AP1M1	adaptor related protein complex 1 subunit mu 1 [Source:HGNC Symbol;Acc:HGNC:13667]	0.25246423	
MAP4	microtubule associated protein 4 [Source:HGNC Symbol;Acc:HGNC:6862]	0.25125492	
LIMK1	LIM domain kinase 1 [Source:HGNC Symbol;Acc:HGNC:6613]	0.25117037	
KATNB1	katanin regulatory subunit B1 [Source:HGNC Symbol;Acc:HGNC:6217]	0.25090417	
TMEM190	transmembrane protein 190 [Source:HGNC Symbol;Acc:HGNC:29632]	0.2507177	
NCF2	neutrophil cytosolic factor 2 [Source:HGNC Symbol;Acc:HGNC:7661]	0.25070825	
LFNG	LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase [Source:HGNC Symbol;Acc:HGNC:6560]	0.25033408	
SLC2A5	solute carrier family 2 member 5 [Source:HGNC Symbol;Acc:HGNC:11010]	0.24947208	
RAB34	RAB34, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:16519]	0.24894065	
ENSG00000267882	novel transcript, antisense to ZMYND8	0.24893168	
CCDC33	coiled-coil domain containing 33 [Source:HGNC Symbol;Acc:HGNC:26552]	0.24889068	
RNF216P1	ring finger protein 216 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:33610]	0.24876882	
CTSB	cathepsin B [Source:HGNC Symbol;Acc:HGNC:2527]	0.24733622	
TMPRSS7	transmembrane serine protease 7 [Source:HGNC Symbol;Acc:HGNC:30846]	0.24648407	
FOXD1	forkhead box D1 [Source:HGNC Symbol;Acc:HGNC:3802]	0.24586934	
SLC20A2	solute carrier family 20 member 2 [Source:HGNC Symbol;Acc:HGNC:10947]	0.2453291	
PLEKHA2	pleckstrin homology domain containing A2 [Source:HGNC Symbol;Acc:HGNC:14336]	0.244954	
CYFIP1	cytoplasmic FMR1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:13759]	0.24423447	
MESD	mesoderm development LRP chaperone [Source:HGNC Symbol;Acc:HGNC:13520]	0.2441202	
MGAT1	alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase [Source:HGNC Symbol;Acc:HGNC:7044]	0.24344717	
LRP10	LDL receptor related protein 10 [Source:HGNC Symbol;Acc:HGNC:14553]	0.24321695	
M6PR	mannose-6-phosphate receptor, cation dependent [Source:HGNC Symbol;Acc:HGNC:6752]	0.24296519	
DRC7	dynein regulatory complex subunit 7 [Source:HGNC Symbol;Acc:HGNC:25289]	0.24282174	
IL4R	interleukin 4 receptor [Source:HGNC Symbol;Acc:HGNC:6015]	0.24260677	
TBC1D25	TBC1 domain family member 25 [Source:HGNC Symbol;Acc:HGNC:8092]	0.24225563	
ZNF474	zinc finger protein 474 [Source:HGNC Symbol;Acc:HGNC:23245]	0.24197696	
STOML1	stomatin like 1 [Source:HGNC Symbol;Acc:HGNC:14560]	0.24196403	
SIAH2	siah E3 ubiquitin protein ligase 2 [Source:HGNC Symbol;Acc:HGNC:10858]	0.24134202	
FADD	Fas associated via death domain [Source:HGNC Symbol;Acc:HGNC:3573]	0.24133414	
DAGLB	diacylglycerol lipase beta [Source:HGNC Symbol;Acc:HGNC:28923]	0.24105968	
PCDHGB2	protocadherin gamma subfamily B, 2 [Source:HGNC Symbol;Acc:HGNC:8709]	0.24049707	
CLTB	clathrin light chain B [Source:HGNC Symbol;Acc:HGNC:2091]	0.24026537	
KPNA7	karyopherin subunit alpha 7 [Source:HGNC Symbol;Acc:HGNC:21839]	0.23992819	
