NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
CAHOY_NEURONAL	CAHOY_NEURONAL	Details ...	89	-0.53329015	-1.7625341	0.008278145	0.31913245	0.186	1426	tags=30%, list=8%, signal=33%	
BCAT.100_UP.V1_DN	BCAT.100_UP.V1_DN	Details ...	31	-0.48981228	-1.7153347	0.0033333334	0.26721638	0.273	2872	tags=35%, list=17%, signal=43%	
JAK2_DN.V1_DN	JAK2_DN.V1_DN	Details ...	134	-0.44222748	-1.6575786	0.018832391	0.33973718	0.423	3268	tags=37%, list=19%, signal=45%	
E2F3_UP.V1_UP	E2F3_UP.V1_UP	Details ...	178	-0.38843194	-1.6359524	0.0064935065	0.3178561	0.489	5324	tags=42%, list=31%, signal=60%	
KRAS.KIDNEY_UP.V1_UP	KRAS.KIDNEY_UP.V1_UP	Details ...	131	-0.570658	-1.6190556	0.027985075	0.30080628	0.531	2570	tags=42%, list=15%, signal=49%	
LEF1_UP.V1_DN	LEF1_UP.V1_DN	Details ...	183	-0.35429615	-1.4716669	0.05059022	0.8414789	0.877	3132	tags=27%, list=18%, signal=32%	
MTOR_UP.V1_UP	MTOR_UP.V1_UP	Details ...	156	-0.3819781	-1.4650744	0.055829227	0.7538524	0.891	3719	tags=34%, list=22%, signal=43%	
CRX_NRL_DN.V1_DN	CRX_NRL_DN.V1_DN	Details ...	113	-0.33464575	-1.4443685	0.024	0.7676739	0.923	1627	tags=18%, list=10%, signal=19%	
NRL_DN.V1_DN	NRL_DN.V1_DN	Details ...	121	-0.3294487	-1.443075	0.03966942	0.6890895	0.923	1627	tags=17%, list=10%, signal=18%	
CTIP_DN.V1_UP	CTIP_DN.V1_UP	Details ...	109	-0.39012638	-1.4206095	0.05778491	0.72408485	0.947	3254	tags=34%, list=19%, signal=42%	
ERBB2_UP.V1_DN	ERBB2_UP.V1_DN	Details ...	197	-0.4132269	-1.4173414	0.0970297	0.6721067	0.95	4711	tags=41%, list=28%, signal=56%	
CSR_LATE_UP.V1_DN	CSR_LATE_UP.V1_DN	Details ...	145	-0.34011543	-1.4031411	0.067474045	0.67697054	0.961	1928	tags=21%, list=11%, signal=24%	
KRAS.300_UP.V1_UP	KRAS.300_UP.V1_UP	Details ...	129	-0.39948335	-1.4018286	0.08239096	0.6314333	0.961	4509	tags=46%, list=27%, signal=62%	
EGFR_UP.V1_DN	EGFR_UP.V1_DN	Details ...	192	-0.32288626	-1.3841486	0.042105265	0.6554668	0.97	3641	tags=28%, list=22%, signal=35%	
BMI1_DN.V1_DN	BMI1_DN.V1_DN	Details ...	130	-0.33134824	-1.3386374	0.09137931	0.8022438	0.981	4990	tags=41%, list=29%, signal=57%	
KRAS.600_UP.V1_UP	KRAS.600_UP.V1_UP	Details ...	243	-0.35539284	-1.3344886	0.1264	0.7697843	0.981	4557	tags=42%, list=27%, signal=56%	
GCNP_SHH_UP_LATE.V1_UP	GCNP_SHH_UP_LATE.V1_UP	Details ...	177	-0.34385145	-1.3097292	0.17068645	0.8357941	0.991	5709	tags=43%, list=34%, signal=64%	
ATF2_S_UP.V1_UP	ATF2_S_UP.V1_UP	Details ...	169	-0.28870192	-1.2943597	0.079889804	0.8572766	0.993	2728	tags=22%, list=16%, signal=27%	
IL21_UP.V1_DN	IL21_UP.V1_DN	Details ...	147	-0.31842408	-1.2854004	0.13333334	0.8523413	0.993	3899	tags=33%, list=23%, signal=42%	
BRCA1_DN.V1_UP	BRCA1_DN.V1_UP	Details ...	95	-0.36518157	-1.2835783	0.1890971	0.8168315	0.993	3254	tags=28%, list=19%, signal=35%	
CAHOY_OLIGODENDROCUTIC	CAHOY_OLIGODENDROCUTIC		94	-0.29701358	-1.2790042	0.10350584	0.7972753	0.993	5217	tags=36%, list=31%, signal=52%	
MTOR_UP.N4.V1_DN	MTOR_UP.N4.V1_DN		181	-0.345695	-1.2773696	0.18540435	0.7677755	0.993	4385	tags=34%, list=26%, signal=46%	
PRC2_EZH2_UP.V1_DN	PRC2_EZH2_UP.V1_DN		174	-0.3161533	-1.2623225	0.17815126	0.795706	0.994	3076	tags=22%, list=18%, signal=27%	
NFE2L2.V2	NFE2L2.V2		383	-0.27847475	-1.2569712	0.117210686	0.7848019	0.995	2444	tags=19%, list=14%, signal=22%	
PKCA_DN.V1_DN	PKCA_DN.V1_DN		137	-0.29395014	-1.2541552	0.12658228	0.7644457	0.996	2688	tags=23%, list=16%, signal=27%	
NOTCH_DN.V1_UP	NOTCH_DN.V1_UP		162	-0.28597352	-1.2520007	0.10060976	0.7437932	0.997	4911	tags=35%, list=29%, signal=49%	
KRAS.BREAST_UP.V1_UP	KRAS.BREAST_UP.V1_UP		109	-0.31607255	-1.2469891	0.15256588	0.7344256	0.998	3617	tags=31%, list=21%, signal=39%	
KRAS.50_UP.V1_UP	KRAS.50_UP.V1_UP		47	-0.4040667	-1.2371163	0.23214285	0.74470687	0.999	1335	tags=23%, list=8%, signal=25%	
STK33_DN	STK33_DN		268	-0.27042893	-1.2299376	0.13607594	0.7439542	0.999	4016	tags=26%, list=24%, signal=34%	
STK33_NOMO_DN	STK33_NOMO_DN		269	-0.27081752	-1.2294027	0.14556962	0.72124094	0.999	3496	tags=24%, list=21%, signal=30%	
KRAS.BREAST_UP.V1_DN	KRAS.BREAST_UP.V1_DN		119	-0.32149276	-1.2284172	0.18923327	0.7016763	0.999	4831	tags=38%, list=29%, signal=53%	
IL15_UP.V1_DN	IL15_UP.V1_DN		154	-0.30313933	-1.2227273	0.1590164	0.7009987	0.999	4175	tags=34%, list=25%, signal=45%	
RELA_DN.V1_DN	RELA_DN.V1_DN		118	-0.2918184	-1.2140063	0.18313953	0.7089663	0.999	3271	tags=22%, list=19%, signal=27%	
P53_DN.V2_DN	P53_DN.V2_DN		127	-0.27983388	-1.1877779	0.19213313	0.77875113	1.0	4061	tags=28%, list=24%, signal=37%	
KRAS.600.LUNG.BREAST_UP.V1_UP	KRAS.600.LUNG.BREAST_UP.V1_UP		228	-0.28497598	-1.1743716	0.24246772	0.8060656	1.0	4509	tags=35%, list=27%, signal=47%	
HOXA9_DN.V1_DN	HOXA9_DN.V1_DN		186	-0.28618547	-1.1739306	0.25239617	0.78516173	1.0	4625	tags=34%, list=27%, signal=47%	
PTEN_DN.V1_UP	PTEN_DN.V1_UP		157	-0.30809802	-1.1730406	0.24747474	0.76671803	1.0	4652	tags=37%, list=27%, signal=50%	
