NAME	TITLE	SCORE	
MEIOC	meiosis specific with coiled-coil domain [Source:HGNC Symbol;Acc:HGNC:26670]	0.3882507	
VMAC	vimentin type intermediate filament associated coiled-coil protein [Source:HGNC Symbol;Acc:HGNC:33803]	0.3482051	
LINC02897	long intergenic non-protein coding RNA 2897 [Source:HGNC Symbol;Acc:HGNC:33759]	0.3280525	
DBF4B	DBF4B-CDC7 kinase regulatory subunit [Source:HGNC Symbol;Acc:HGNC:17883]	0.32530078	
MPP3	MAGUK p55 scaffold protein 3 [Source:HGNC Symbol;Acc:HGNC:7221]	0.31315738	
TRAPPC2	trafficking protein particle complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:23068]	0.31049997	
ZNF711	zinc finger protein 711 [Source:HGNC Symbol;Acc:HGNC:13128]	0.3103411	
N4BP2L2-IT2	N4BPL2 intronic transcript 2 [Source:HGNC Symbol;Acc:HGNC:25038]	0.31029928	
ZNF587	zinc finger protein 587 [Source:HGNC Symbol;Acc:HGNC:30955]	0.30890742	
SLFN13	schlafen family member 13 [Source:HGNC Symbol;Acc:HGNC:26481]	0.30404952	
MBD6	methyl-CpG binding domain protein 6 [Source:HGNC Symbol;Acc:HGNC:20445]	0.2987328	
TAS2R14	taste 2 receptor member 14 [Source:HGNC Symbol;Acc:HGNC:14920]	0.2970994	
LINC02870	long intergenic non-protein coding RNA 2870 [Source:HGNC Symbol;Acc:HGNC:27275]	0.2904119	
C20orf204	chromosome 20 open reading frame 204 [Source:HGNC Symbol;Acc:HGNC:27655]	0.2873383	
LINC02210	long intergenic non-protein coding RNA 2210 [Source:HGNC Symbol;Acc:HGNC:26327]	0.2869784	
LTB4R2	leukotriene B4 receptor 2 [Source:HGNC Symbol;Acc:HGNC:19260]	0.28219166	
MED24	mediator complex subunit 24 [Source:HGNC Symbol;Acc:HGNC:22963]	0.2768218	
SLC9C1	solute carrier family 9 member C1 [Source:HGNC Symbol;Acc:HGNC:31401]	0.2767626	
SMPD4BP	sphingomyelin phosphodiesterase 4B, pseudogene [Source:HGNC Symbol;Acc:HGNC:24761]	0.27664077	
TAS2R20	taste 2 receptor member 20 [Source:HGNC Symbol;Acc:HGNC:19109]	0.27614558	
FBXL20	F-box and leucine rich repeat protein 20 [Source:HGNC Symbol;Acc:HGNC:24679]	0.27483013	
ZNF714	zinc finger protein 714 [Source:HGNC Symbol;Acc:HGNC:27124]	0.27326766	
IGDCC3	immunoglobulin superfamily DCC subclass member 3 [Source:HGNC Symbol;Acc:HGNC:9700]	0.2717731	
TAS2R4	taste 2 receptor member 4 [Source:HGNC Symbol;Acc:HGNC:14911]	0.27034065	
SS18L1	SS18L1 subunit of BAF chromatin remodeling complex [Source:HGNC Symbol;Acc:HGNC:15592]	0.26966256	
ZNF808	zinc finger protein 808 [Source:HGNC Symbol;Acc:HGNC:33230]	0.26937923	
