NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
CSR_EARLY_UP.V1_DN	CSR_EARLY_UP.V1_DN	Details ...	124	0.34645268	1.3734404	0.09892473	1.0	0.925	4512	tags=44%, list=27%, signal=59%	
BCAT_GDS748_DN	BCAT_GDS748_DN	Details ...	41	0.3206778	1.2616467	0.13436124	1.0	0.989	2894	tags=24%, list=17%, signal=29%	
JAK2_DN.V1_DN	JAK2_DN.V1_DN	Details ...	134	0.32463136	1.228342	0.21786493	1.0	0.993	2688	tags=28%, list=16%, signal=33%	
BCAT.100_UP.V1_DN	BCAT.100_UP.V1_DN	Details ...	31	0.33710608	1.223713	0.16348195	1.0	0.993	2729	tags=35%, list=16%, signal=42%	
KRAS.LUNG_UP.V1_DN	KRAS.LUNG_UP.V1_DN	Details ...	115	0.29112262	1.218116	0.14460784	1.0	0.994	3089	tags=25%, list=18%, signal=31%	
BCAT_BILD_ET_AL_UP	BCAT_BILD_ET_AL_UP	Details ...	44	0.34906548	1.2158545	0.22222222	1.0	0.994	3899	tags=43%, list=23%, signal=56%	
MTOR_UP.V1_UP	MTOR_UP.V1_UP	Details ...	156	0.28305328	1.1814271	0.24367817	1.0	0.999	5108	tags=42%, list=30%, signal=60%	
PRC2_EED_DN.V1_DN	PRC2_EED_DN.V1_DN	Details ...	189	0.293798	1.1280031	0.3180873	1.0	1.0	3348	tags=32%, list=20%, signal=39%	
PTEN_DN.V2_DN	PTEN_DN.V2_DN	Details ...	133	0.24238746	1.1098921	0.24719101	1.0	1.0	3392	tags=27%, list=20%, signal=34%	
CRX_NRL_DN.V1_UP	CRX_NRL_DN.V1_UP	Details ...	130	0.24148534	1.0873163	0.2721239	1.0	1.0	3010	tags=26%, list=18%, signal=32%	
KRAS.AMP.LUNG_UP.V1_DN	KRAS.AMP.LUNG_UP.V1_DN	Details ...	118	0.25360757	1.0870953	0.3243243	1.0	1.0	2201	tags=19%, list=13%, signal=22%	
TGFB_UP.V1_DN	TGFB_UP.V1_DN	Details ...	177	0.21997394	1.0615085	0.33412322	1.0	1.0	3882	tags=29%, list=23%, signal=38%	
KRAS.DF.V1_DN	KRAS.DF.V1_DN	Details ...	174	0.22476587	1.0513989	0.35194173	1.0	1.0	2420	tags=18%, list=14%, signal=21%	
E2F3_UP.V1_DN	E2F3_UP.V1_DN	Details ...	142	0.22975938	1.0484273	0.37757438	1.0	1.0	3592	tags=27%, list=21%, signal=34%	
DCA_UP.V1_DN	DCA_UP.V1_DN	Details ...	164	0.22646749	1.0310128	0.3800905	1.0	1.0	2524	tags=19%, list=15%, signal=22%	
WNT_UP.V1_UP	WNT_UP.V1_UP	Details ...	151	0.22429752	1.0289271	0.38256657	1.0	1.0	3698	tags=27%, list=22%, signal=34%	
ESC_J1_UP_EARLY.V1_UP	ESC_J1_UP_EARLY.V1_UP	Details ...	164	0.2071441	1.0064979	0.4532374	1.0	1.0	4097	tags=30%, list=24%, signal=40%	
E2F3_UP.V1_UP	E2F3_UP.V1_UP	Details ...	178	0.22188596	0.99520254	0.42857143	1.0	1.0	5384	tags=42%, list=32%, signal=60%	
SRC_UP.V1_DN	SRC_UP.V1_DN	Details ...	156	0.21207465	0.9912234	0.4538835	1.0	1.0	3989	tags=30%, list=24%, signal=39%	
CRX_DN.V1_UP	CRX_DN.V1_UP	Details ...	122	0.20801288	0.98252285	0.50238097	1.0	1.0	2925	tags=23%, list=17%, signal=28%	
BRCA1_DN.V1_DN	BRCA1_DN.V1_DN		115	0.22338614	0.96845675	0.503268	1.0	1.0	3455	tags=26%, list=20%, signal=33%	
YAP1_DN	YAP1_DN		36	0.26237303	0.9509998	0.5369979	1.0	1.0	4494	tags=36%, list=27%, signal=49%	
RAPA_EARLY_UP.V1_UP	RAPA_EARLY_UP.V1_UP		149	0.19622067	0.94152373	0.58432305	1.0	1.0	4106	tags=30%, list=24%, signal=39%	
RAPA_EARLY_UP.V1_DN	RAPA_EARLY_UP.V1_DN		167	0.20468414	0.92622465	0.6	1.0	1.0	3138	tags=21%, list=19%, signal=25%	
GCNP_SHH_UP_EARLY.V1_UP	GCNP_SHH_UP_EARLY.V1_UP		164	0.22398074	0.91619456	0.5482456	1.0	1.0	2694	tags=21%, list=16%, signal=24%	
PRC2_EZH2_UP.V1_DN	PRC2_EZH2_UP.V1_DN		174	0.21258663	0.9079791	0.55760366	1.0	1.0	2582	tags=20%, list=15%, signal=23%	
ALK_DN.V1_DN	ALK_DN.V1_DN		115	0.20148383	0.8805848	0.68095237	1.0	1.0	1521	tags=13%, list=9%, signal=14%	
KRAS.300_UP.V1_DN	KRAS.300_UP.V1_DN		122	0.20436369	0.8798395	0.7002725	1.0	1.0	3286	tags=22%, list=19%, signal=27%	
ESC_V6.5_UP_EARLY.V1_UP	ESC_V6.5_UP_EARLY.V1_UP		149	0.1882546	0.8772032	0.7232558	1.0	1.0	3809	tags=26%, list=22%, signal=33%	
