NAME	TITLE	SCORE	
PTGS2	prostaglandin-endoperoxide synthase 2 [Source:HGNC Symbol;Acc:HGNC:9605]	0.19366984	
CAPRIN2	caprin family member 2 [Source:HGNC Symbol;Acc:HGNC:21259]	0.19362274	
ABCC5	ATP binding cassette subfamily C member 5 [Source:HGNC Symbol;Acc:HGNC:56]	0.19332673	
SUPT20H	SPT20 homolog, SAGA complex component [Source:HGNC Symbol;Acc:HGNC:20596]	0.19315475	
CCNT2	cyclin T2 [Source:HGNC Symbol;Acc:HGNC:1600]	0.1930913	
ESCO1	establishment of sister chromatid cohesion N-acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:24645]	0.19308023	
MTF2	metal response element binding transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:29535]	0.19300947	
ZNF654	zinc finger protein 654 [Source:HGNC Symbol;Acc:HGNC:25612]	0.19278626	
ARGLU1	arginine and glutamate rich 1 [Source:HGNC Symbol;Acc:HGNC:25482]	0.19243295	
NPHP4	nephrocystin 4 [Source:HGNC Symbol;Acc:HGNC:19104]	0.19243063	
ZNF75A	zinc finger protein 75A [Source:HGNC Symbol;Acc:HGNC:13146]	0.19242373	
POLM	DNA polymerase mu [Source:HGNC Symbol;Acc:HGNC:9185]	0.1923473	
ADAM11	ADAM metallopeptidase domain 11 [Source:HGNC Symbol;Acc:HGNC:189]	0.19223464	
PMAIP1	phorbol-12-myristate-13-acetate-induced protein 1 [Source:HGNC Symbol;Acc:HGNC:9108]	0.19218503	
TTC14	tetratricopeptide repeat domain 14 [Source:HGNC Symbol;Acc:HGNC:24697]	0.1921154	
RGL2	ral guanine nucleotide dissociation stimulator like 2 [Source:HGNC Symbol;Acc:HGNC:9769]	0.19201525	
BMP4	bone morphogenetic protein 4 [Source:HGNC Symbol;Acc:HGNC:1071]	0.19189869	
SALL4	spalt like transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:15924]	0.19186956	
