NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
CSR_EARLY_UP.V1_DN	CSR_EARLY_UP.V1_DN	Details ...	124	0.41454348	1.6529019	0.010548524	0.6951155	0.409	4006	tags=43%, list=24%, signal=56%	
E2F3_UP.V1_DN	E2F3_UP.V1_DN	Details ...	142	0.3407808	1.5547563	0.0044345898	0.75719345	0.634	4907	tags=42%, list=29%, signal=59%	
JAK2_DN.V1_DN	JAK2_DN.V1_DN	Details ...	134	0.3956495	1.5010097	0.07675906	0.75981593	0.745	3806	tags=37%, list=22%, signal=47%	
MEL18_DN.V1_UP	MEL18_DN.V1_UP	Details ...	140	0.3728914	1.4139524	0.10195228	1.0	0.895	4246	tags=41%, list=25%, signal=55%	
KRAS.DF.V1_UP	KRAS.DF.V1_UP	Details ...	191	0.28865635	1.3313001	0.066815145	1.0	0.957	3605	tags=29%, list=21%, signal=36%	
PDGF_ERK_DN.V1_DN	PDGF_ERK_DN.V1_DN	Details ...	143	0.29172504	1.2792493	0.123931624	1.0	0.979	2222	tags=21%, list=13%, signal=24%	
GLI1_UP.V1_DN	GLI1_UP.V1_DN	Details ...	17	0.41949838	1.2778393	0.17261904	1.0	0.979	5837	tags=71%, list=34%, signal=108%	
BCAT.100_UP.V1_DN	BCAT.100_UP.V1_DN	Details ...	31	0.34188497	1.2753142	0.13800906	1.0	0.98	3375	tags=35%, list=20%, signal=44%	
TGFB_UP.V1_UP	TGFB_UP.V1_UP	Details ...	182	0.3271123	1.2614129	0.17991632	1.0	0.985	4364	tags=41%, list=26%, signal=54%	
BMI1_DN_MEL18_DN.V1_UP	BMI1_DN_MEL18_DN.V1_UP	Details ...	139	0.33711052	1.2561162	0.18604651	1.0	0.985	4272	tags=39%, list=25%, signal=52%	
KRAS.50_UP.V1_DN	KRAS.50_UP.V1_DN	Details ...	41	0.34756175	1.2307147	0.17037037	1.0	0.989	4456	tags=39%, list=26%, signal=53%	
TGFB_UP.V1_DN	TGFB_UP.V1_DN	Details ...	177	0.24236359	1.1762114	0.13876653	1.0	0.995	4464	tags=33%, list=26%, signal=45%	
BMI1_DN.V1_UP	BMI1_DN.V1_UP	Details ...	142	0.29871994	1.171468	0.27032968	1.0	0.997	5243	tags=42%, list=31%, signal=60%	
IL15_UP.V1_UP	IL15_UP.V1_UP	Details ...	166	0.26810068	1.1707846	0.2173913	1.0	0.997	3671	tags=31%, list=22%, signal=39%	
SRC_UP.V1_DN	SRC_UP.V1_DN	Details ...	156	0.24656446	1.1568079	0.18867925	1.0	0.997	5120	tags=39%, list=30%, signal=56%	
MYC_UP.V1_DN	MYC_UP.V1_DN	Details ...	156	0.26664224	1.1423694	0.23965141	1.0	0.997	4800	tags=36%, list=28%, signal=50%	
YAP1_UP	YAP1_UP	Details ...	45	0.30897942	1.1268989	0.30165288	1.0	0.998	4637	tags=40%, list=27%, signal=55%	
ESC_J1_UP_EARLY.V1_DN	ESC_J1_UP_EARLY.V1_DN	Details ...	165	0.2419546	1.1177257	0.24887893	1.0	0.998	4166	tags=30%, list=25%, signal=40%	
PRC2_EED_DN.V1_DN	PRC2_EED_DN.V1_DN	Details ...	189	0.29836133	1.1112221	0.3368201	1.0	0.998	4792	tags=41%, list=28%, signal=56%	
BCAT_GDS748_DN	BCAT_GDS748_DN	Details ...	41	0.28445163	1.1102976	0.29918033	0.99935913	0.998	3284	tags=32%, list=19%, signal=39%	
KRAS.DF.V1_DN	KRAS.DF.V1_DN		174	0.23519091	1.1032891	0.261851	0.98045075	0.998	3617	tags=29%, list=21%, signal=36%	
GCNP_SHH_UP_EARLY.V1_UP	GCNP_SHH_UP_EARLY.V1_UP		164	0.2747778	1.1013494	0.35789475	0.94337	0.998	3831	tags=32%, list=23%, signal=41%	
LTE2_UP.V1_DN	LTE2_UP.V1_DN		193	0.26782778	1.0788615	0.32776618	0.9934787	0.998	4533	tags=36%, list=27%, signal=49%	
TBK1.DN.48HRS_UP	TBK1.DN.48HRS_UP		50	0.26093888	1.0604402	0.3611691	1.0	0.999	2238	tags=20%, list=13%, signal=23%	
SINGH_KRAS_DEPENDENCY_SIGNATURE	SINGH_KRAS_DEPENDENCY_SIGNATURE		20	0.43329582	1.0589012	0.42261904	0.9919829	0.999	2793	tags=35%, list=16%, signal=42%	
VEGF_A_UP.V1_UP	VEGF_A_UP.V1_UP		184	0.25299343	1.0538775	0.3795309	0.9730064	0.999	3998	tags=31%, list=24%, signal=40%	
IL2_UP.V1_UP	IL2_UP.V1_UP		171	0.23230033	1.0247867	0.41723356	1.0	1.0	3671	tags=27%, list=22%, signal=35%	
KRAS.300_UP.V1_DN	KRAS.300_UP.V1_DN		122	0.23720221	1.0146037	0.42959428	1.0	1.0	3667	tags=31%, list=22%, signal=39%	
GCNP_SHH_UP_LATE.V1_DN	GCNP_SHH_UP_LATE.V1_DN		165	0.23499134	1.0136143	0.39583334	1.0	1.0	4618	tags=32%, list=27%, signal=43%	
CRX_NRL_DN.V1_UP	CRX_NRL_DN.V1_UP		130	0.21906282	0.9939845	0.44956142	1.0	1.0	3826	tags=28%, list=23%, signal=36%	
ESC_J1_UP_EARLY.V1_UP	ESC_J1_UP_EARLY.V1_UP		164	0.2012456	0.9888754	0.47540984	1.0	1.0	2521	tags=19%, list=15%, signal=22%	
ESC_V6.5_UP_EARLY.V1_DN	ESC_V6.5_UP_EARLY.V1_DN		156	0.24057242	0.9781885	0.44395605	1.0	1.0	4247	tags=35%, list=25%, signal=46%	
KRAS.LUNG_UP.V1_DN	KRAS.LUNG_UP.V1_DN		115	0.23039168	0.9725244	0.51184833	1.0	1.0	4382	tags=32%, list=26%, signal=43%	
RELA_DN.V1_UP	RELA_DN.V1_UP		134	0.22327907	0.96113855	0.50989014	1.0	1.0	3383	tags=27%, list=20%, signal=33%	
MTOR_UP.V1_UP	MTOR_UP.V1_UP		156	0.22499223	0.94907767	0.5286041	1.0	1.0	3588	tags=26%, list=21%, signal=33%	
CRX_DN.V1_UP	CRX_DN.V1_UP		122	0.2039134	0.94487894	0.59645236	1.0	1.0	3463	tags=24%, list=20%, signal=30%	
KRAS.LUNG.BREAST_UP.V1_DN	KRAS.LUNG.BREAST_UP.V1_DN		116	0.2233962	0.9386075	0.5654102	1.0	1.0	3533	tags=28%, list=21%, signal=36%	
ATM_DN.V1_DN	ATM_DN.V1_DN		113	0.22219105	0.93088275	0.56823266	1.0	1.0	2919	tags=24%, list=17%, signal=29%	
P53_DN.V1_UP	P53_DN.V1_UP		190	0.21812744	0.91066796	0.5995671	1.0	1.0	4039	tags=28%, list=24%, signal=36%	
ERBB2_UP.V1_UP	ERBB2_UP.V1_UP		189	0.19853672	0.89881325	0.6377778	1.0	1.0	3871	tags=27%, list=23%, signal=35%	
ATF2_UP.V1_DN	ATF2_UP.V1_DN		179	0.21678683	0.8946115	0.6029724	1.0	1.0	4303	tags=32%, list=25%, signal=42%	
E2F1_UP.V1_UP	E2F1_UP.V1_UP		184	0.2174378	0.88870704	0.57238305	1.0	1.0	3809	tags=28%, list=22%, signal=35%	
RAPA_EARLY_UP.V1_DN	RAPA_EARLY_UP.V1_DN		167	0.19251364	0.88562614	0.7210884	1.0	1.0	4655	tags=32%, list=27%, signal=44%	
PTEN_DN.V2_DN	PTEN_DN.V2_DN		133	0.19401377	0.8854148	0.71772426	1.0	1.0	1554	tags=14%, list=9%, signal=16%	
KRAS.AMP.LUNG_UP.V1_DN	KRAS.AMP.LUNG_UP.V1_DN		118	0.21022795	0.88409656	0.667426	1.0	1.0	2237	tags=17%, list=13%, signal=19%	
MEK_UP.V1_UP	MEK_UP.V1_UP		194	0.20448993	0.87318045	0.6124197	1.0	1.0	3470	tags=22%, list=20%, signal=28%	
MTOR_UP.N4.V1_DN	MTOR_UP.N4.V1_DN		181	0.23072387	0.8629557	0.60248446	1.0	1.0	4506	tags=34%, list=27%, signal=46%	
SNF5_DN.V1_UP	SNF5_DN.V1_UP		164	0.22747591	0.857191	0.6080178	1.0	1.0	4697	tags=35%, list=28%, signal=48%	
RB_P107_DN.V1_UP	RB_P107_DN.V1_UP		126	0.24543548	0.8457082	0.6092184	1.0	1.0	4476	tags=33%, list=26%, signal=44%	
CSR_EARLY_UP.V1_UP	CSR_EARLY_UP.V1_UP		150	0.21762139	0.83215094	0.6611227	1.0	1.0	3562	tags=24%, list=21%, signal=30%	
ATF2_S_UP.V1_DN	ATF2_S_UP.V1_DN		177	0.19245276	0.83001864	0.7355555	1.0	1.0	3381	tags=25%, list=20%, signal=31%	
ATM_DN.V1_UP	ATM_DN.V1_UP		118	0.19005553	0.8206147	0.7829099	1.0	1.0	1595	tags=14%, list=9%, signal=15%	
