NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
KRAS.KIDNEY_UP.V1_UP	KRAS.KIDNEY_UP.V1_UP	Details ...	131	-0.5874155	-1.7262291	0.018796992	0.51315165	0.276	2371	tags=47%, list=14%, signal=54%	
KRAS.300_UP.V1_UP	KRAS.300_UP.V1_UP	Details ...	129	-0.4358232	-1.5539006	0.03417266	1.0	0.684	2311	tags=34%, list=14%, signal=39%	
CAHOY_NEURONAL	CAHOY_NEURONAL	Details ...	89	-0.4546161	-1.5488039	0.07586207	0.82421756	0.691	2604	tags=36%, list=15%, signal=42%	
KRAS.600_UP.V1_UP	KRAS.600_UP.V1_UP	Details ...	243	-0.3897916	-1.4851406	0.04472272	1.0	0.813	2676	tags=32%, list=16%, signal=38%	
KRAS.BREAST_UP.V1_DN	KRAS.BREAST_UP.V1_DN	Details ...	119	-0.3561285	-1.3924261	0.070017956	1.0	0.948	3396	tags=32%, list=20%, signal=40%	
KRAS.50_UP.V1_UP	KRAS.50_UP.V1_UP	Details ...	47	-0.4451417	-1.3741546	0.10564663	1.0	0.957	2311	tags=38%, list=14%, signal=44%	
PKCA_DN.V1_UP	PKCA_DN.V1_UP	Details ...	139	-0.33014774	-1.3656137	0.07168459	1.0	0.961	2346	tags=24%, list=14%, signal=28%	
LTE2_UP.V1_UP	LTE2_UP.V1_UP	Details ...	186	-0.31397712	-1.3552758	0.05927342	1.0	0.965	3995	tags=33%, list=24%, signal=42%	
BMI1_DN_MEL18_DN.V1_DN	BMI1_DN_MEL18_DN.V1_DN	Details ...	142	-0.34503123	-1.3374329	0.10275229	1.0	0.977	4242	tags=40%, list=25%, signal=53%	
JAK2_DN.V1_UP	JAK2_DN.V1_UP	Details ...	142	-0.3295446	-1.3346529	0.076124564	1.0	0.977	4803	tags=43%, list=28%, signal=59%	
CAHOY_ASTROCYTIC	CAHOY_ASTROCYTIC	Details ...	92	-0.3266032	-1.3175269	0.10982659	1.0	0.98	2715	tags=29%, list=16%, signal=35%	
PTEN_DN.V1_DN	PTEN_DN.V1_DN	Details ...	149	-0.34702963	-1.3118252	0.14180478	1.0	0.98	3531	tags=32%, list=21%, signal=40%	
IL21_UP.V1_DN	IL21_UP.V1_DN	Details ...	147	-0.31705537	-1.3000681	0.093065694	0.9845606	0.983	3984	tags=38%, list=24%, signal=49%	
BCAT_GDS748_UP	BCAT_GDS748_UP	Details ...	45	-0.35031033	-1.2979472	0.13464992	0.92517614	0.983	3321	tags=33%, list=20%, signal=41%	
ESC_J1_UP_LATE.V1_UP	ESC_J1_UP_LATE.V1_UP	Details ...	172	-0.30791607	-1.2967649	0.123636365	0.8691194	0.983	4792	tags=41%, list=28%, signal=56%	
NRL_DN.V1_DN	NRL_DN.V1_DN	Details ...	121	-0.29281643	-1.2952598	0.09671848	0.8205103	0.983	4842	tags=40%, list=29%, signal=55%	
CYCLIN_D1_UP.V1_DN	CYCLIN_D1_UP.V1_DN	Details ...	176	-0.28087884	-1.2537984	0.088541664	0.9605708	0.992	2852	tags=27%, list=17%, signal=32%	
PTEN_DN.V1_UP	PTEN_DN.V1_UP	Details ...	157	-0.31222293	-1.2435417	0.19307832	0.95570225	0.994	3222	tags=29%, list=19%, signal=36%	
PRC2_EED_DN.V1_UP	PRC2_EED_DN.V1_UP	Details ...	170	-0.29570556	-1.2239115	0.1534196	0.99945474	0.996	3027	tags=29%, list=18%, signal=35%	
BRCA1_DN.V1_UP	BRCA1_DN.V1_UP	Details ...	95	-0.33965826	-1.2176813	0.22893773	0.9787578	0.996	2717	tags=33%, list=16%, signal=39%	
E2F3_UP.V1_UP	E2F3_UP.V1_UP		178	-0.27983418	-1.2122489	0.18378378	0.95584625	0.996	1641	tags=18%, list=10%, signal=20%	
KRAS.600.LUNG.BREAST_UP.V1_UP	KRAS.600.LUNG.BREAST_UP.V1_UP		228	-0.28065714	-1.1849209	0.21416804	1.0	0.998	3476	tags=30%, list=21%, signal=38%	
BCAT.100_UP.V1_UP	BCAT.100_UP.V1_UP		46	-0.30731395	-1.1800424	0.22477876	1.0	0.998	2431	tags=26%, list=14%, signal=30%	
ATF2_S_UP.V1_UP	ATF2_S_UP.V1_UP		169	-0.25770777	-1.1799922	0.18398637	0.97397405	0.998	2528	tags=22%, list=15%, signal=25%	
KRAS.BREAST_UP.V1_UP	KRAS.BREAST_UP.V1_UP		109	-0.2960251	-1.1751233	0.22112212	0.95766836	0.999	4256	tags=39%, list=25%, signal=51%	
BMI1_DN.V1_DN	BMI1_DN.V1_DN		130	-0.28384504	-1.1621579	0.22777778	0.9808573	1.0	3532	tags=31%, list=21%, signal=39%	
STK33_DN	STK33_DN		268	-0.24804077	-1.1594613	0.209622	0.9556073	1.0	2016	tags=19%, list=12%, signal=21%	
KRAS.PROSTATE_UP.V1_DN	KRAS.PROSTATE_UP.V1_DN		116	-0.28572747	-1.1562108	0.2504472	0.9361636	1.0	3205	tags=29%, list=19%, signal=36%	
STK33_SKM_DN	STK33_SKM_DN		253	-0.25413468	-1.1501362	0.22727273	0.9288826	1.0	3026	tags=24%, list=18%, signal=28%	
KRAS.AMP.LUNG_UP.V1_UP	KRAS.AMP.LUNG_UP.V1_UP		107	-0.30675226	-1.1425332	0.26737967	0.92819536	1.0	3462	tags=32%, list=20%, signal=40%	
KRAS.LUNG.BREAST_UP.V1_UP	KRAS.LUNG.BREAST_UP.V1_UP		119	-0.29078564	-1.1369923	0.27483442	0.9205913	1.0	4189	tags=39%, list=25%, signal=51%	
PDGF_ERK_DN.V1_UP	PDGF_ERK_DN.V1_UP		129	-0.24885482	-1.1300014	0.22727273	0.919093	1.0	4994	tags=39%, list=29%, signal=55%	
P53_DN.V1_DN	P53_DN.V1_DN		190	-0.31649068	-1.1193081	0.35580525	0.9333385	1.0	4497	tags=40%, list=27%, signal=54%	
NFE2L2.V2	NFE2L2.V2		383	-0.243149	-1.1174115	0.25043178	0.91391057	1.0	3923	tags=32%, list=23%, signal=40%	
JNK_DN.V1_DN	JNK_DN.V1_DN		162	-0.2565208	-1.1097116	0.29113925	0.9173686	1.0	3888	tags=27%, list=23%, signal=35%	
PRC1_BMI_UP.V1_UP	PRC1_BMI_UP.V1_UP		163	-0.26856443	-1.105633	0.3177738	0.90729034	1.0	3027	tags=26%, list=18%, signal=32%	
IL15_UP.V1_DN	IL15_UP.V1_DN		154	-0.26187372	-1.0961717	0.3137255	0.9185329	1.0	4280	tags=34%, list=25%, signal=45%	
P53_DN.V2_DN	P53_DN.V2_DN		127	-0.25324517	-1.0863299	0.31616342	0.9320927	1.0	2660	tags=24%, list=16%, signal=29%	
PRC2_SUZ12_UP.V1_DN	PRC2_SUZ12_UP.V1_DN		156	-0.23627298	-1.0617287	0.35166666	0.9997005	1.0	4197	tags=33%, list=25%, signal=43%	
SNF5_DN.V1_DN	SNF5_DN.V1_DN		142	-0.24023353	-1.0544286	0.345	1.0	1.0	2976	tags=25%, list=18%, signal=30%	
WNT_UP.V1_DN	WNT_UP.V1_DN		153	-0.24205376	-1.0524622	0.35384616	0.98356116	1.0	3452	tags=28%, list=20%, signal=35%	
CYCLIN_D1_KE_.V1_DN	CYCLIN_D1_KE_.V1_DN		167	-0.26106605	-1.0507257	0.3881119	0.9661944	1.0	2789	tags=24%, list=16%, signal=28%	
AKT_UP_MTOR_DN.V1_DN	AKT_UP_MTOR_DN.V1_DN		179	-0.22337557	-1.0320053	0.35726795	1.0	1.0	2924	tags=21%, list=17%, signal=25%	
DCA_UP.V1_UP	DCA_UP.V1_UP		145	-0.23612767	-1.0260828	0.4184874	1.0	1.0	3373	tags=27%, list=20%, signal=33%	
RB_P107_DN.V1_DN	RB_P107_DN.V1_DN		125	-0.25509915	-1.0249472	0.44587156	0.99261355	1.0	4353	tags=34%, list=26%, signal=45%	
KRAS.PROSTATE_UP.V1_UP	KRAS.PROSTATE_UP.V1_UP		119	-0.26603922	-1.0237998	0.42047533	0.974989	1.0	3110	tags=26%, list=18%, signal=32%	
NRL_DN.V1_UP	NRL_DN.V1_UP		128	-0.22704838	-1.0225751	0.41476274	0.95884323	1.0	3251	tags=23%, list=19%, signal=29%	
MTOR_UP.N4.V1_UP	MTOR_UP.N4.V1_UP		192	-0.24012664	-1.0213007	0.39856374	0.9434182	1.0	4851	tags=35%, list=29%, signal=49%	
ESC_V6.5_UP_LATE.V1_UP	ESC_V6.5_UP_LATE.V1_UP		174	-0.23198761	-1.0192326	0.43063062	0.9313513	1.0	2088	tags=17%, list=12%, signal=19%	
IL2_UP.V1_DN	IL2_UP.V1_DN		173	-0.24166723	-1.0114137	0.42553192	0.93907195	1.0	2168	tags=20%, list=13%, signal=23%	
MEL18_DN.V1_DN	MEL18_DN.V1_DN		143	-0.2526005	-1.0082929	0.42418772	0.9313144	1.0	3492	tags=29%, list=21%, signal=37%	
RAPA_EARLY_UP.V1_UP	RAPA_EARLY_UP.V1_UP		149	-0.21888696	-1.0056238	0.44014084	0.921655	1.0	3692	tags=28%, list=22%, signal=36%	
LEF1_UP.V1_DN	LEF1_UP.V1_DN		183	-0.2348387	-0.9979736	0.4519573	0.9287758	1.0	3441	tags=24%, list=20%, signal=30%	
YAP1_DN	YAP1_DN		36	-0.27768975	-0.98787796	0.48368523	0.9446545	1.0	5049	tags=44%, list=30%, signal=63%	
PRC2_SUZ12_UP.V1_UP	PRC2_SUZ12_UP.V1_UP		165	-0.2272284	-0.98210055	0.4743363	0.9458814	1.0	3843	tags=29%, list=23%, signal=37%	
KRAS.600_UP.V1_DN	KRAS.600_UP.V1_DN		230	-0.22686675	-0.97542137	0.49825174	0.94962716	1.0	3415	tags=28%, list=20%, signal=34%	
WNT_UP.V1_UP	WNT_UP.V1_UP		151	-0.21756396	-0.9664274	0.52724075	0.96062064	1.0	3085	tags=25%, list=18%, signal=30%	
STK33_NOMO_DN	STK33_NOMO_DN		269	-0.21173586	-0.9660528	0.5229983	0.9453412	1.0	2299	tags=17%, list=14%, signal=19%	
ESC_V6.5_UP_EARLY.V1_UP	ESC_V6.5_UP_EARLY.V1_UP		149	-0.21269135	-0.96513647	0.51789075	0.9320059	1.0	2435	tags=20%, list=14%, signal=23%	
IL21_UP.V1_UP	IL21_UP.V1_UP		161	-0.22769369	-0.9601857	0.5045372	0.9313201	1.0	2303	tags=19%, list=14%, signal=22%	
PDGF_UP.V1_DN	PDGF_UP.V1_DN		111	-0.225289	-0.94076717	0.5580986	0.9755377	1.0	1760	tags=14%, list=10%, signal=16%	
PRC2_EZH2_UP.V1_UP	PRC2_EZH2_UP.V1_UP		185	-0.22429405	-0.93951327	0.54862386	0.9633896	1.0	2051	tags=17%, list=12%, signal=19%	
PRC1_BMI_UP.V1_DN	PRC1_BMI_UP.V1_DN		149	-0.20804515	-0.93317145	0.5756522	0.967543	1.0	2466	tags=19%, list=15%, signal=22%	
CAHOY_OLIGODENDROCUTIC	CAHOY_OLIGODENDROCUTIC		94	-0.2106907	-0.9276534	0.6035714	0.9687523	1.0	3837	tags=23%, list=23%, signal=30%	
GCNP_SHH_UP_EARLY.V1_DN	GCNP_SHH_UP_EARLY.V1_DN		155	-0.19860573	-0.9266601	0.5887681	0.9567102	1.0	4075	tags=28%, list=24%, signal=36%	
CRX_DN.V1_DN	CRX_DN.V1_DN		123	-0.21043251	-0.9194168	0.58201057	0.9627983	1.0	2195	tags=15%, list=13%, signal=18%	
ALK_DN.V1_UP	ALK_DN.V1_UP		118	-0.2354032	-0.91099083	0.5965517	0.9740319	1.0	3761	tags=28%, list=22%, signal=36%	
CAMP_UP.V1_DN	CAMP_UP.V1_DN		196	-0.23480381	-0.9096217	0.5897921	0.96348196	1.0	4386	tags=33%, list=26%, signal=44%	
E2F1_UP.V1_DN	E2F1_UP.V1_DN		184	-0.19561735	-0.8952905	0.6385321	0.9909384	1.0	2346	tags=18%, list=14%, signal=21%	
RAF_UP.V1_DN	RAF_UP.V1_DN		190	-0.2211711	-0.8952555	0.6309751	0.97682154	1.0	3761	tags=26%, list=22%, signal=33%	
KRAS.600.LUNG.BREAST_UP.V1_DN	KRAS.600.LUNG.BREAST_UP.V1_DN		233	-0.21182519	-0.8948414	0.6532399	0.96418095	1.0	3557	tags=24%, list=21%, signal=31%	
ALK_DN.V1_DN	ALK_DN.V1_DN		115	-0.21652389	-0.89369255	0.66101694	0.95409244	1.0	3834	tags=32%, list=23%, signal=41%	
RELA_DN.V1_DN	RELA_DN.V1_DN		118	-0.21187066	-0.88997674	0.65050167	0.951578	1.0	3218	tags=25%, list=19%, signal=30%	
BRCA1_DN.V1_DN	BRCA1_DN.V1_DN		115	-0.20686606	-0.88522726	0.67896676	0.9511609	1.0	2482	tags=20%, list=15%, signal=23%	
TBK1.DN.48HRS_DN	TBK1.DN.48HRS_DN		50	-0.23860185	-0.88061076	0.6254826	0.95083535	1.0	3283	tags=22%, list=19%, signal=27%	
PGF_UP.V1_DN	PGF_UP.V1_DN		163	-0.20945989	-0.8747513	0.64620936	0.95374703	1.0	2404	tags=20%, list=14%, signal=23%	
PTEN_DN.V2_UP	PTEN_DN.V2_UP		123	-0.21355255	-0.85973436	0.6819013	0.9793362	1.0	3248	tags=24%, list=19%, signal=29%	
CAHOY_ASTROGLIAL	CAHOY_ASTROGLIAL		97	-0.21757835	-0.8512105	0.6630824	0.9891343	1.0	2476	tags=18%, list=15%, signal=20%	
NOTCH_DN.V1_UP	NOTCH_DN.V1_UP		162	-0.18073685	-0.8305366	0.78571427	1.0	1.0	4380	tags=31%, list=26%, signal=41%	
CRX_NRL_DN.V1_DN	CRX_NRL_DN.V1_DN		113	-0.18457143	-0.82643545	0.80375427	1.0	1.0	4419	tags=27%, list=26%, signal=37%	
EIF4E_DN	EIF4E_DN		99	-0.24347219	-0.81463724	0.6891089	1.0	1.0	3719	tags=25%, list=22%, signal=32%	
PKCA_DN.V1_DN	PKCA_DN.V1_DN		137	-0.17946126	-0.79936004	0.87108016	1.0	1.0	3942	tags=26%, list=23%, signal=34%	
SRC_UP.V1_UP	SRC_UP.V1_UP		142	-0.20789517	-0.7928651	0.7746741	1.0	1.0	2042	tags=16%, list=12%, signal=18%	
P53_DN.V2_UP	P53_DN.V2_UP		119	-0.2026996	-0.79108125	0.78125	1.0	1.0	1922	tags=15%, list=11%, signal=17%	
RB_P130_DN.V1_DN	RB_P130_DN.V1_DN		133	-0.20327936	-0.7903263	0.7651515	1.0	1.0	2912	tags=21%, list=17%, signal=25%	
AKT_UP_MTOR_DN.V1_UP	AKT_UP_MTOR_DN.V1_UP		169	-0.18471046	-0.7871147	0.84460694	1.0	1.0	2311	tags=17%, list=14%, signal=20%	
LEF1_UP.V1_UP	LEF1_UP.V1_UP		186	-0.21103726	-0.7854499	0.7401869	1.0	1.0	3668	tags=25%, list=22%, signal=32%	
HOXA9_DN.V1_DN	HOXA9_DN.V1_DN		186	-0.18424532	-0.7854162	0.78880864	1.0	1.0	1243	tags=10%, list=7%, signal=11%	
JNK_DN.V1_UP	JNK_DN.V1_UP		166	-0.19340315	-0.7742974	0.8128342	1.0	1.0	3797	tags=28%, list=22%, signal=35%	
CTIP_DN.V1_UP	CTIP_DN.V1_UP		109	-0.20049515	-0.7583618	0.8368056	1.0	1.0	2869	tags=20%, list=17%, signal=24%	
RPS14_DN.V1_DN	RPS14_DN.V1_DN		182	-0.19110925	-0.75523424	0.7686703	1.0	1.0	2448	tags=16%, list=14%, signal=18%	
KRAS.LUNG_UP.V1_UP	KRAS.LUNG_UP.V1_UP		114	-0.193371	-0.74825555	0.8696398	1.0	1.0	3354	tags=25%, list=20%, signal=32%	
MTOR_UP.V1_DN	MTOR_UP.V1_DN		175	-0.17273556	-0.7465237	0.8818011	1.0	1.0	3920	tags=26%, list=23%, signal=33%	
CAMP_UP.V1_UP	CAMP_UP.V1_UP		199	-0.18140641	-0.74618655	0.7966102	1.0	1.0	3519	tags=22%, list=21%, signal=27%	
DCA_UP.V1_DN	DCA_UP.V1_DN		164	-0.16403097	-0.7210386	0.94373864	1.0	1.0	2991	tags=20%, list=18%, signal=23%	
PGF_UP.V1_UP	PGF_UP.V1_UP		188	-0.21660462	-0.7157436	0.76153845	1.0	1.0	2302	tags=19%, list=14%, signal=22%	
NOTCH_DN.V1_DN	NOTCH_DN.V1_DN		149	-0.17095403	-0.71574026	0.92196006	1.0	1.0	3713	tags=26%, list=22%, signal=32%	
VEGF_A_UP.V1_DN	VEGF_A_UP.V1_DN		192	-0.19921435	-0.7075137	0.7630597	1.0	1.0	2770	tags=17%, list=16%, signal=20%	
ESC_J1_UP_LATE.V1_DN	ESC_J1_UP_LATE.V1_DN		161	-0.1551371	-0.6898114	0.9691781	1.0	1.0	4301	tags=26%, list=25%, signal=35%	
RB_DN.V1_DN	RB_DN.V1_DN		117	-0.16855054	-0.6851201	0.93927896	1.0	1.0	4739	tags=34%, list=28%, signal=47%	
HINATA_NFKB_IMMU_INF	HINATA_NFKB_IMMU_INF		15	-0.28107643	-0.6760113	0.7878788	1.0	1.0	950	tags=13%, list=6%, signal=14%	
RB_DN.V1_UP	RB_DN.V1_UP		114	-0.17657952	-0.6735498	0.9125475	1.0	1.0	5257	tags=38%, list=31%, signal=54%	
RPS14_DN.V1_UP	RPS14_DN.V1_UP		183	-0.20163918	-0.6693368	0.80798477	1.0	1.0	3761	tags=23%, list=22%, signal=29%	
STK33_NOMO_UP	STK33_NOMO_UP		284	-0.18331935	-0.6603578	0.88372093	1.0	1.0	4367	tags=30%, list=26%, signal=39%	
ATF2_UP.V1_UP	ATF2_UP.V1_UP		161	-0.15507568	-0.6596738	0.9861352	1.0	1.0	2495	tags=14%, list=15%, signal=17%	
AKT_UP.V1_DN	AKT_UP.V1_DN		181	-0.15712447	-0.6529262	0.9233717	1.0	1.0	4087	tags=25%, list=24%, signal=32%	
HOXA9_DN.V1_UP	HOXA9_DN.V1_UP		190	-0.17829582	-0.63299733	0.90076333	1.0	1.0	3752	tags=21%, list=22%, signal=27%	
CORDENONSI_YAP_CONSERVED_SIGNATURE	CORDENONSI_YAP_CONSERVED_SIGNATURE		57	-0.1969209	-0.62986475	0.8708415	1.0	1.0	1847	tags=14%, list=11%, signal=16%	
RB_P130_DN.V1_UP	RB_P130_DN.V1_UP		120	-0.16741131	-0.6233936	0.9648799	1.0	1.0	3474	tags=20%, list=21%, signal=25%	
MYC_UP.V1_UP	MYC_UP.V1_UP		170	-0.16857158	-0.6186462	0.9297597	1.0	1.0	2610	tags=16%, list=15%, signal=19%	
SIRNA_EIF4GI_UP	SIRNA_EIF4GI_UP		93	-0.15714978	-0.61319464	0.9746094	0.9949876	1.0	2104	tags=12%, list=12%, signal=13%	
CYCLIN_D1_KE_.V1_UP	CYCLIN_D1_KE_.V1_UP		174	-0.14928758	-0.6107841	0.99425286	0.98720384	1.0	1967	tags=12%, list=12%, signal=14%	
TBK1.DF_DN	TBK1.DF_DN		284	-0.17000659	-0.5792863	0.8974855	0.99080104	1.0	2870	tags=19%, list=17%, signal=23%	
CSR_LATE_UP.V1_UP	CSR_LATE_UP.V1_UP		159	-0.14844666	-0.505944	0.97583646	0.9953252	1.0	3555	tags=19%, list=21%, signal=24%	
