NAME	TITLE	SCORE	
CWF19L2	CWF19 like cell cycle control factor 2 [Source:HGNC Symbol;Acc:HGNC:26508]	0.27951083	
SMYD3	SET and MYND domain containing 3 [Source:HGNC Symbol;Acc:HGNC:15513]	0.27667424	
MTFR1	mitochondrial fission regulator 1 [Source:HGNC Symbol;Acc:HGNC:29510]	0.2761594	
SLC12A6	solute carrier family 12 member 6 [Source:HGNC Symbol;Acc:HGNC:10914]	0.27543887	
RBM7	RNA binding motif protein 7 [Source:HGNC Symbol;Acc:HGNC:9904]	0.2749402	
NARS2	asparaginyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:26274]	0.27488804	
PLOD2	procollagen-lysine,2-oxoglutarate 5-dioxygenase 2 [Source:HGNC Symbol;Acc:HGNC:9082]	0.27413058	
ARCN1	archain 1 [Source:HGNC Symbol;Acc:HGNC:649]	0.27399135	
FRRS1	ferric chelate reductase 1 [Source:HGNC Symbol;Acc:HGNC:27622]	0.27327803	
REN	renin [Source:HGNC Symbol;Acc:HGNC:9958]	0.2721447	
MUC21	mucin 21, cell surface associated [Source:HGNC Symbol;Acc:HGNC:21661]	0.2715889	
RASA1	RAS p21 protein activator 1 [Source:HGNC Symbol;Acc:HGNC:9871]	0.27143463	
RNF139	ring finger protein 139 [Source:HGNC Symbol;Acc:HGNC:17023]	0.27061626	
SPIN4	spindlin family member 4 [Source:HGNC Symbol;Acc:HGNC:27040]	0.2683843	
PEX2	peroxisomal biogenesis factor 2 [Source:HGNC Symbol;Acc:HGNC:9717]	0.26761565	
RYK	receptor like tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:10481]	0.26686713	
HERC3	HECT and RLD domain containing E3 ubiquitin protein ligase 3 [Source:HGNC Symbol;Acc:HGNC:4876]	0.26638427	
SUMO3	small ubiquitin like modifier 3 [Source:HGNC Symbol;Acc:HGNC:11124]	0.2662133	
BNIP3L	BCL2 interacting protein 3 like [Source:HGNC Symbol;Acc:HGNC:1085]	0.2656607	
COPS2	COP9 signalosome subunit 2 [Source:HGNC Symbol;Acc:HGNC:30747]	0.2651168	
PSCA	prostate stem cell antigen [Source:HGNC Symbol;Acc:HGNC:9500]	0.26475942	
STAU2	staufen double-stranded RNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:11371]	0.26432347	
LDHAL6B	lactate dehydrogenase A like 6B [Source:HGNC Symbol;Acc:HGNC:21481]	0.26425585	
UBA2	ubiquitin like modifier activating enzyme 2 [Source:HGNC Symbol;Acc:HGNC:30661]	0.26418364	
BPNT2	3'(2'), 5'-bisphosphate nucleotidase 2 [Source:HGNC Symbol;Acc:HGNC:26019]	0.26365623	
ZNF597	zinc finger protein 597 [Source:HGNC Symbol;Acc:HGNC:26573]	0.26296753	
ATL3	atlastin GTPase 3 [Source:HGNC Symbol;Acc:HGNC:24526]	0.26234365	
TDRD1	tudor domain containing 1 [Source:HGNC Symbol;Acc:HGNC:11712]	0.26178265	
ADAM10	ADAM metallopeptidase domain 10 [Source:HGNC Symbol;Acc:HGNC:188]	0.26079264	
BCAS2	BCAS2 pre-mRNA processing factor [Source:HGNC Symbol;Acc:HGNC:975]	0.25982696	
OSBPL1A	oxysterol binding protein like 1A [Source:HGNC Symbol;Acc:HGNC:16398]	0.2596479	
REXO2	RNA exonuclease 2 [Source:HGNC Symbol;Acc:HGNC:17851]	0.25916788	
GALNT10	polypeptide N-acetylgalactosaminyltransferase 10 [Source:HGNC Symbol;Acc:HGNC:19873]	0.25884786	
A2ML1	alpha-2-macroglobulin like 1 [Source:HGNC Symbol;Acc:HGNC:23336]	0.25868627	
ANP32E	acidic nuclear phosphoprotein 32 family member E [Source:HGNC Symbol;Acc:HGNC:16673]	0.25867853	
EMP1	epithelial membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:3333]	0.2585437	
EIF3E	eukaryotic translation initiation factor 3 subunit E [Source:HGNC Symbol;Acc:HGNC:3277]	0.25833052	
DYNLT3	dynein light chain Tctex-type 3 [Source:HGNC Symbol;Acc:HGNC:11694]	0.2577564	
ATG14	autophagy related 14 [Source:HGNC Symbol;Acc:HGNC:19962]	0.25767207	
RNF11	ring finger protein 11 [Source:HGNC Symbol;Acc:HGNC:10056]	0.2565007	
LPCAT2	lysophosphatidylcholine acyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:26032]	0.25631857	
FAM114A1	family with sequence similarity 114 member A1 [Source:HGNC Symbol;Acc:HGNC:25087]	0.25478283	
C4orf3	chromosome 4 open reading frame 3 [Source:HGNC Symbol;Acc:HGNC:19225]	0.25463954	
CNIH1	cornichon family member 1 [Source:HGNC Symbol;Acc:HGNC:19431]	0.2543979	
RALBP1	ralA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9841]	0.25343835	
PHAX	phosphorylated adaptor for RNA export [Source:HGNC Symbol;Acc:HGNC:10241]	0.25293577	
AREG	amphiregulin [Source:HGNC Symbol;Acc:HGNC:651]	0.25283068	
GBE1	1,4-alpha-glucan branching enzyme 1 [Source:HGNC Symbol;Acc:HGNC:4180]	0.25241244	
HIVEP3	HIVEP zinc finger 3 [Source:HGNC Symbol;Acc:HGNC:13561]	0.2521891	
OIP5-AS1	OIP5 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:43563]	0.2517766	
TMEM87A	transmembrane protein 87A [Source:HGNC Symbol;Acc:HGNC:24522]	0.2508378	
BCAR3	BCAR3 adaptor protein, NSP family member [Source:HGNC Symbol;Acc:HGNC:973]	0.25081587	
ITGB5	integrin subunit beta 5 [Source:HGNC Symbol;Acc:HGNC:6160]	0.25011182	
FCHSD2	FCH and double SH3 domains 2 [Source:HGNC Symbol;Acc:HGNC:29114]	0.24952091	
MET	MET proto-oncogene, receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:7029]	0.24936542	
BICD1	BICD cargo adaptor 1 [Source:HGNC Symbol;Acc:HGNC:1049]	0.24921301	
RPL23AP7	ribosomal protein L23a pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:17336]	0.2491065	
DRAM2	DNA damage regulated autophagy modulator 2 [Source:HGNC Symbol;Acc:HGNC:28769]	0.24883379	
CDK14	cyclin dependent kinase 14 [Source:HGNC Symbol;Acc:HGNC:8883]	0.24870831	
ALDH7A1	aldehyde dehydrogenase 7 family member A1 [Source:HGNC Symbol;Acc:HGNC:877]	0.24837352	
FCF1	FCF1 rRNA-processing protein [Source:HGNC Symbol;Acc:HGNC:20220]	0.24792916	
ZP1	zona pellucida glycoprotein 1 [Source:HGNC Symbol;Acc:HGNC:13187]	0.24780247	
TERF1	telomeric repeat binding factor 1 [Source:HGNC Symbol;Acc:HGNC:11728]	0.24724588	
HSP90AA1	heat shock protein 90 alpha family class A member 1 [Source:HGNC Symbol;Acc:HGNC:5253]	0.24677224	
OSBPL9	oxysterol binding protein like 9 [Source:HGNC Symbol;Acc:HGNC:16386]	0.24644873	
FABP6	fatty acid binding protein 6 [Source:HGNC Symbol;Acc:HGNC:3561]	0.24642132	
GOLGA5	golgin A5 [Source:HGNC Symbol;Acc:HGNC:4428]	0.24605592	
CCNG2	cyclin G2 [Source:HGNC Symbol;Acc:HGNC:1593]	0.24597949	
PLOD1	procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 [Source:HGNC Symbol;Acc:HGNC:9081]	0.24593051	
RB1CC1	RB1 inducible coiled-coil 1 [Source:HGNC Symbol;Acc:HGNC:15574]	0.24543913	
BAG3	BAG cochaperone 3 [Source:HGNC Symbol;Acc:HGNC:939]	0.24486335	
MILR1	mast cell immunoglobulin like receptor 1 [Source:HGNC Symbol;Acc:HGNC:27570]	0.24481578	
P4HA2	prolyl 4-hydroxylase subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:8547]	0.24463214	
MTMR2	myotubularin related protein 2 [Source:HGNC Symbol;Acc:HGNC:7450]	0.24461299	
YY1	YY1 transcription factor [Source:HGNC Symbol;Acc:HGNC:12856]	0.24458964	
LYPD3	LY6/PLAUR domain containing 3 [Source:HGNC Symbol;Acc:HGNC:24880]	0.24428195	
ANOS1	anosmin 1 [Source:HGNC Symbol;Acc:HGNC:6211]	0.24374092	
UBE2W	ubiquitin conjugating enzyme E2 W [Source:HGNC Symbol;Acc:HGNC:25616]	0.24353376	
PEPD	peptidase D [Source:HGNC Symbol;Acc:HGNC:8840]	0.24318255	
SEPTIN10	septin 10 [Source:HGNC Symbol;Acc:HGNC:14349]	0.24294665	
ZNF146	zinc finger protein 146 [Source:HGNC Symbol;Acc:HGNC:12931]	0.24264969	
FAT3	FAT atypical cadherin 3 [Source:HGNC Symbol;Acc:HGNC:23112]	0.24252875	
PCDHGB7	protocadherin gamma subfamily B, 7 [Source:HGNC Symbol;Acc:HGNC:8714]	0.24200137	
CALU	calumenin [Source:HGNC Symbol;Acc:HGNC:1458]	0.24178945	
RAP1A	RAP1A, member of RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9855]	0.24139568	
RNF145	ring finger protein 145 [Source:HGNC Symbol;Acc:HGNC:20853]	0.24131735	
PABPC3	poly(A) binding protein cytoplasmic 3 [Source:HGNC Symbol;Acc:HGNC:8556]	0.24090202	
AP3S1	adaptor related protein complex 3 subunit sigma 1 [Source:HGNC Symbol;Acc:HGNC:2013]	0.24071588	
INTS4	integrator complex subunit 4 [Source:HGNC Symbol;Acc:HGNC:25048]	0.24069695	
DARS1	aspartyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:2678]	0.24049622	
ESPNL	espin like [Source:HGNC Symbol;Acc:HGNC:27937]	0.24032354	
RAB6A	RAB6A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9786]	0.23998642	
ATP7A	ATPase copper transporting alpha [Source:HGNC Symbol;Acc:HGNC:869]	0.23994471	
KIAA1191	KIAA1191 [Source:HGNC Symbol;Acc:HGNC:29209]	0.23934002	
SLC2A1	solute carrier family 2 member 1 [Source:HGNC Symbol;Acc:HGNC:11005]	0.23921892	
TGFBI	transforming growth factor beta induced [Source:HGNC Symbol;Acc:HGNC:11771]	0.23919171	
B4GALNT1	beta-1,4-N-acetyl-galactosaminyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:4117]	0.23893353	
CMKLR2	chemerin chemokine-like receptor 2 [Source:HGNC Symbol;Acc:HGNC:4463]	0.23873173	
FMN1	formin 1 [Source:HGNC Symbol;Acc:HGNC:3768]	0.23862673	
PHF6	PHD finger protein 6 [Source:HGNC Symbol;Acc:HGNC:18145]	0.2383281	
PIGK	phosphatidylinositol glycan anchor biosynthesis class K [Source:HGNC Symbol;Acc:HGNC:8965]	0.23814477	
ADAM19	ADAM metallopeptidase domain 19 [Source:HGNC Symbol;Acc:HGNC:197]	0.23797086	
PDGFC	platelet derived growth factor C [Source:HGNC Symbol;Acc:HGNC:8801]	0.23795079	
PRRC1	proline rich coiled-coil 1 [Source:HGNC Symbol;Acc:HGNC:28164]	0.23795012	
IQGAP1	IQ motif containing GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:6110]	0.23772039	
MPZL3	myelin protein zero like 3 [Source:HGNC Symbol;Acc:HGNC:27279]	0.23724574	
PABPC1	poly(A) binding protein cytoplasmic 1 [Source:HGNC Symbol;Acc:HGNC:8554]	0.23635727	
ZNF548	zinc finger protein 548 [Source:HGNC Symbol;Acc:HGNC:26561]	0.23538399	
HS3ST3A1	heparan sulfate-glucosamine 3-sulfotransferase 3A1 [Source:HGNC Symbol;Acc:HGNC:5196]	0.23515657	
SYT17	synaptotagmin 17 [Source:HGNC Symbol;Acc:HGNC:24119]	0.23484553	
HFE	homeostatic iron regulator [Source:HGNC Symbol;Acc:HGNC:4886]	0.23467644	
MINDY2	MINDY lysine 48 deubiquitinase 2 [Source:HGNC Symbol;Acc:HGNC:26954]	0.23461874	
SERINC3	serine incorporator 3 [Source:HGNC Symbol;Acc:HGNC:11699]	0.23420517	
PSMD5	proteasome 26S subunit, non-ATPase 5 [Source:HGNC Symbol;Acc:HGNC:9563]	0.23331596	
CCNI	cyclin I [Source:HGNC Symbol;Acc:HGNC:1595]	0.23320085	
ARHGAP29	Rho GTPase activating protein 29 [Source:HGNC Symbol;Acc:HGNC:30207]	0.23315647	
ZPR1	ZPR1 zinc finger [Source:HGNC Symbol;Acc:HGNC:13051]	0.23291793	
MT3	metallothionein 3 [Source:HGNC Symbol;Acc:HGNC:7408]	0.23238912	
SNCG	synuclein gamma [Source:HGNC Symbol;Acc:HGNC:11141]	0.23229775	
CHML	CHM like Rab escort protein [Source:HGNC Symbol;Acc:HGNC:1941]	0.23217148	
PTPN14	protein tyrosine phosphatase non-receptor type 14 [Source:HGNC Symbol;Acc:HGNC:9647]	0.23134597	
PTTG1IP	PTTG1 interacting protein [Source:HGNC Symbol;Acc:HGNC:13524]	0.23046282	
CATSPER1	cation channel sperm associated 1 [Source:HGNC Symbol;Acc:HGNC:17116]	0.23021992	
P4HA1	prolyl 4-hydroxylase subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:8546]	0.23007885	
HILPDA	hypoxia inducible lipid droplet associated [Source:HGNC Symbol;Acc:HGNC:28859]	0.23002376	
TSPAN1	tetraspanin 1 [Source:HGNC Symbol;Acc:HGNC:20657]	0.22993925	
CAV2	caveolin 2 [Source:HGNC Symbol;Acc:HGNC:1528]	0.22993861	
POFUT1	protein O-fucosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:14988]	0.22990197	
HSPA6	heat shock protein family A (Hsp70) member 6 [Source:HGNC Symbol;Acc:HGNC:5239]	0.22967674	
AGO2	argonaute RISC catalytic component 2 [Source:HGNC Symbol;Acc:HGNC:3263]	0.22929567	
EI24	EI24 autophagy associated transmembrane protein [Source:HGNC Symbol;Acc:HGNC:13276]	0.22896695	
S100A2	S100 calcium binding protein A2 [Source:HGNC Symbol;Acc:HGNC:10492]	0.22877596	
CDH20	cadherin 20 [Source:HGNC Symbol;Acc:HGNC:1760]	0.22861257	
POLR3G	RNA polymerase III subunit G [Source:HGNC Symbol;Acc:HGNC:30075]	0.22845742	
PPP2R5E	protein phosphatase 2 regulatory subunit B'epsilon [Source:HGNC Symbol;Acc:HGNC:9313]	0.22838613	
RSF1	remodeling and spacing factor 1 [Source:HGNC Symbol;Acc:HGNC:18118]	0.22837123	
MED28	mediator complex subunit 28 [Source:HGNC Symbol;Acc:HGNC:24628]	0.22802156	
JRKL	JRK like [Source:HGNC Symbol;Acc:HGNC:6200]	0.22790523	
SUN2	Sad1 and UNC84 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:14210]	0.22776134	
APLP2	amyloid beta precursor like protein 2 [Source:HGNC Symbol;Acc:HGNC:598]	0.22712941	
HS2ST1	heparan sulfate 2-O-sulfotransferase 1 [Source:HGNC Symbol;Acc:HGNC:5193]	0.22695369	
RNASE3	ribonuclease A family member 3 [Source:HGNC Symbol;Acc:HGNC:10046]	0.22628929	
TM2D1	TM2 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24142]	0.22613908	
UBE2V2	ubiquitin conjugating enzyme E2 V2 [Source:HGNC Symbol;Acc:HGNC:12495]	0.22589214	
AXL	AXL receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:905]	0.22556554	
OXR1	oxidation resistance 1 [Source:HGNC Symbol;Acc:HGNC:15822]	0.22546034	
AIG1	androgen induced 1 [Source:HGNC Symbol;Acc:HGNC:21607]	0.22519845	
GDE1	glycerophosphodiester phosphodiesterase 1 [Source:HGNC Symbol;Acc:HGNC:29644]	0.22352077	
LARS1	leucyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:6512]	0.22333951	
PEX19	peroxisomal biogenesis factor 19 [Source:HGNC Symbol;Acc:HGNC:9713]	0.22328058	
HSPA1A	heat shock protein family A (Hsp70) member 1A [Source:HGNC Symbol;Acc:HGNC:5232]	0.2229302	
SH3KBP1	SH3 domain containing kinase binding protein 1 [Source:HGNC Symbol;Acc:HGNC:13867]	0.22262886	
NUBPL	NUBP iron-sulfur cluster assembly factor, mitochondrial [Source:HGNC Symbol;Acc:HGNC:20278]	0.22248134	
LYPLA1	lysophospholipase 1 [Source:HGNC Symbol;Acc:HGNC:6737]	0.22225131	
FBXL13	F-box and leucine rich repeat protein 13 [Source:HGNC Symbol;Acc:HGNC:21658]	0.22196147	
ESYT2	extended synaptotagmin 2 [Source:HGNC Symbol;Acc:HGNC:22211]	0.22182359	
PWWP2A	PWWP domain containing 2A [Source:HGNC Symbol;Acc:HGNC:29406]	0.22179659	
BAG5	BAG cochaperone 5 [Source:HGNC Symbol;Acc:HGNC:941]	0.22146726	
EREG	epiregulin [Source:HGNC Symbol;Acc:HGNC:3443]	0.22145706	
MIGA1	mitoguardin 1 [Source:HGNC Symbol;Acc:HGNC:24741]	0.22141346	
COX6B2	cytochrome c oxidase subunit 6B2 [Source:HGNC Symbol;Acc:HGNC:24380]	0.2213061	
GANAB	glucosidase II alpha subunit [Source:HGNC Symbol;Acc:HGNC:4138]	0.22110431	
PLAU	plasminogen activator, urokinase [Source:HGNC Symbol;Acc:HGNC:9052]	0.2210719	
MCHR1	melanin concentrating hormone receptor 1 [Source:HGNC Symbol;Acc:HGNC:4479]	0.22066616	
HSPH1	heat shock protein family H (Hsp110) member 1 [Source:HGNC Symbol;Acc:HGNC:16969]	0.2206034	
NPAT	nuclear protein, coactivator of histone transcription [Source:HGNC Symbol;Acc:HGNC:7896]	0.22058272	
ZNF697	zinc finger protein 697 [Source:HGNC Symbol;Acc:HGNC:32034]	0.2204028	
DOCK7	dedicator of cytokinesis 7 [Source:HGNC Symbol;Acc:HGNC:19190]	0.22033755	
GOLGA2	golgin A2 [Source:HGNC Symbol;Acc:HGNC:4425]	0.22011322	
CCDC91	coiled-coil domain containing 91 [Source:HGNC Symbol;Acc:HGNC:24855]	0.21983793	
APMAP	adipocyte plasma membrane associated protein [Source:HGNC Symbol;Acc:HGNC:13238]	0.21956088	
SEMA3C	semaphorin 3C [Source:HGNC Symbol;Acc:HGNC:10725]	0.21937248	
CDR2	cerebellar degeneration related protein 2 [Source:HGNC Symbol;Acc:HGNC:1799]	0.21900193	
MTDH	metadherin [Source:HGNC Symbol;Acc:HGNC:29608]	0.21892798	
GPC6	glypican 6 [Source:HGNC Symbol;Acc:HGNC:4454]	0.21885994	
HBP1	HMG-box transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:23200]	0.21849334	
SERPINH1	serpin family H member 1 [Source:HGNC Symbol;Acc:HGNC:1546]	0.21842043	
PCDHGB4	protocadherin gamma subfamily B, 4 [Source:HGNC Symbol;Acc:HGNC:8711]	0.21810718	
CAPZA1	capping actin protein of muscle Z-line subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:1488]	0.21805112	
IL11	interleukin 11 [Source:HGNC Symbol;Acc:HGNC:5966]	0.21728693	
ABCB7	ATP binding cassette subfamily B member 7 [Source:HGNC Symbol;Acc:HGNC:48]	0.21710068	
RPA2	replication protein A2 [Source:HGNC Symbol;Acc:HGNC:10290]	0.21707688	
DNAJA4	DnaJ heat shock protein family (Hsp40) member A4 [Source:HGNC Symbol;Acc:HGNC:14885]	0.21707536	
SEMA3F	semaphorin 3F [Source:HGNC Symbol;Acc:HGNC:10728]	0.21700612	
CCDC90B	coiled-coil domain containing 90B [Source:HGNC Symbol;Acc:HGNC:28108]	0.21681973	
SPIDR	scaffold protein involved in DNA repair [Source:HGNC Symbol;Acc:HGNC:28971]	0.21678987	
POSTN	periostin [Source:HGNC Symbol;Acc:HGNC:16953]	0.21676415	
PODXL	podocalyxin like [Source:HGNC Symbol;Acc:HGNC:9171]	0.2167145	
STRA6	signaling receptor and transporter of retinol STRA6 [Source:HGNC Symbol;Acc:HGNC:30650]	0.21670738	
SIAE	sialic acid acetylesterase [Source:HGNC Symbol;Acc:HGNC:18187]	0.21658148	
CDC23	cell division cycle 23 [Source:HGNC Symbol;Acc:HGNC:1724]	0.216239	
ATP11B	ATPase phospholipid transporting 11B (putative) [Source:HGNC Symbol;Acc:HGNC:13553]	0.21601461	
G0S2	G0/G1 switch 2 [Source:HGNC Symbol;Acc:HGNC:30229]	0.21587513	
FXR1	FMR1 autosomal homolog 1 [Source:HGNC Symbol;Acc:HGNC:4023]	0.21569556	
CHST15	carbohydrate sulfotransferase 15 [Source:HGNC Symbol;Acc:HGNC:18137]	0.21559705	
FUT9	fucosyltransferase 9 [Source:HGNC Symbol;Acc:HGNC:4020]	0.21558493	
ZNF487	zinc finger protein 487 [Source:HGNC Symbol;Acc:HGNC:23488]	0.21527575	
KCNMB4	potassium calcium-activated channel subfamily M regulatory beta subunit 4 [Source:HGNC Symbol;Acc:HGNC:6289]	0.21519092	
PTPRU	protein tyrosine phosphatase receptor type U [Source:HGNC Symbol;Acc:HGNC:9683]	0.21516117	
ITGB3	integrin subunit beta 3 [Source:HGNC Symbol;Acc:HGNC:6156]	0.2150599	
COMMD10	COMM domain containing 10 [Source:HGNC Symbol;Acc:HGNC:30201]	0.21480334	
PCDHGC3	protocadherin gamma subfamily C, 3 [Source:HGNC Symbol;Acc:HGNC:8716]	0.21441747	
RASAL2	RAS protein activator like 2 [Source:HGNC Symbol;Acc:HGNC:9874]	0.21421953	
EDEM1	ER degradation enhancing alpha-mannosidase like protein 1 [Source:HGNC Symbol;Acc:HGNC:18967]	0.21420261	
EXTL2	exostosin like glycosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:3516]	0.21403167	
CTDSPL2	CTD small phosphatase like 2 [Source:HGNC Symbol;Acc:HGNC:26936]	0.21373585	
CREG2	cellular repressor of E1A stimulated genes 2 [Source:HGNC Symbol;Acc:HGNC:14272]	0.21359667	
PLAT	plasminogen activator, tissue type [Source:HGNC Symbol;Acc:HGNC:9051]	0.21353218	
LEPROT	leptin receptor overlapping transcript [Source:HGNC Symbol;Acc:HGNC:29477]	0.2131911	
GTF2H2	general transcription factor IIH subunit 2 [Source:HGNC Symbol;Acc:HGNC:4656]	0.21315357	
SLC22A2	solute carrier family 22 member 2 [Source:HGNC Symbol;Acc:HGNC:10966]	0.21256517	
TCEA1	transcription elongation factor A1 [Source:HGNC Symbol;Acc:HGNC:11612]	0.21255709	
NTNG1	netrin G1 [Source:HGNC Symbol;Acc:HGNC:23319]	0.21241023	
SERPINC1	serpin family C member 1 [Source:HGNC Symbol;Acc:HGNC:775]	0.21202345	
LAMC2	laminin subunit gamma 2 [Source:HGNC Symbol;Acc:HGNC:6493]	0.21197024	
LOXL2	lysyl oxidase like 2 [Source:HGNC Symbol;Acc:HGNC:6666]	0.21174134	
METAP1	methionyl aminopeptidase 1 [Source:HGNC Symbol;Acc:HGNC:15789]	0.21161228	
SLAIN2	SLAIN motif family member 2 [Source:HGNC Symbol;Acc:HGNC:29282]	0.21151796	
LAMA4	laminin subunit alpha 4 [Source:HGNC Symbol;Acc:HGNC:6484]	0.21137956	
PADI1	peptidyl arginine deiminase 1 [Source:HGNC Symbol;Acc:HGNC:18367]	0.21107313	
ST3GAL4	ST3 beta-galactoside alpha-2,3-sialyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:10864]	0.2110039	
RCC1	regulator of chromosome condensation 1 [Source:HGNC Symbol;Acc:HGNC:1913]	0.21063295	
KLF17	KLF transcription factor 17 [Source:HGNC Symbol;Acc:HGNC:18830]	0.2105755	
DUSP2	dual specificity phosphatase 2 [Source:HGNC Symbol;Acc:HGNC:3068]	0.21054764	
ANGPTL8	angiopoietin like 8 [Source:HGNC Symbol;Acc:HGNC:24933]	0.21053763	
TAF7	TATA-box binding protein associated factor 7 [Source:HGNC Symbol;Acc:HGNC:11541]	0.21031399	
EIF1AD	eukaryotic translation initiation factor 1A domain containing [Source:HGNC Symbol;Acc:HGNC:28147]	0.21024801	
S100A4	S100 calcium binding protein A4 [Source:HGNC Symbol;Acc:HGNC:10494]	0.21022075	
LOX	lysyl oxidase [Source:HGNC Symbol;Acc:HGNC:6664]	0.2100267	
STT3A	STT3 oligosaccharyltransferase complex catalytic subunit A [Source:HGNC Symbol;Acc:HGNC:6172]	0.20960367	
METTL9	methyltransferase 9, His-X-His N1(pi)-histidine [Source:HGNC Symbol;Acc:HGNC:24586]	0.20948656	
CUL4B	cullin 4B [Source:HGNC Symbol;Acc:HGNC:2555]	0.20945412	
LRRC17	leucine rich repeat containing 17 [Source:HGNC Symbol;Acc:HGNC:16895]	0.209055	
RUFY1	RUN and FYVE domain containing 1 [Source:HGNC Symbol;Acc:HGNC:19760]	0.20890765	
ANGPT2	angiopoietin 2 [Source:HGNC Symbol;Acc:HGNC:485]	0.20887768	
HK2	hexokinase 2 [Source:HGNC Symbol;Acc:HGNC:4923]	0.20852767	
BMAL2	basic helix-loop-helix ARNT like 2 [Source:HGNC Symbol;Acc:HGNC:18984]	0.20847346	
SINHCAF	SIN3-HDAC complex associated factor [Source:HGNC Symbol;Acc:HGNC:30702]	0.20826662	
