NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
BCAT_BILD_ET_AL_DN	BCAT_BILD_ET_AL_DN	Details ...	45	0.5906473	1.7850118	0.003992016	0.19988878	0.132	2811	tags=49%, list=17%, signal=58%	
BMI1_DN_MEL18_DN.V1_UP	BMI1_DN_MEL18_DN.V1_UP	Details ...	139	0.44967428	1.6986989	0.01635514	0.26397118	0.289	2180	tags=30%, list=13%, signal=34%	
YAP1_UP	YAP1_UP	Details ...	45	0.4512432	1.6528957	0.010845987	0.27860162	0.392	884	tags=24%, list=5%, signal=26%	
P53_DN.V1_UP	P53_DN.V1_UP	Details ...	190	0.38676432	1.628797	0.00954654	0.2544966	0.448	4026	tags=44%, list=24%, signal=57%	
MEK_UP.V1_UP	MEK_UP.V1_UP	Details ...	194	0.38685513	1.6260417	0.022222223	0.20946634	0.451	3746	tags=41%, list=22%, signal=52%	
CORDENONSI_YAP_CONSERVED_SIGNATURE	CORDENONSI_YAP_CONSERVED_SIGNATURE	Details ...	57	0.48277232	1.5907325	0.03160271	0.23285976	0.523	3487	tags=44%, list=21%, signal=55%	
MEL18_DN.V1_UP	MEL18_DN.V1_UP	Details ...	140	0.40650514	1.5728959	0.030092593	0.22669488	0.564	1897	tags=29%, list=11%, signal=33%	
VEGF_A_UP.V1_DN	VEGF_A_UP.V1_DN	Details ...	192	0.4240986	1.5305871	0.061728396	0.27313155	0.659	3557	tags=42%, list=21%, signal=53%	
ESC_V6.5_UP_EARLY.V1_DN	ESC_V6.5_UP_EARLY.V1_DN	Details ...	156	0.3603779	1.5095135	0.043902438	0.28471473	0.714	3016	tags=35%, list=18%, signal=43%	
RAF_UP.V1_UP	RAF_UP.V1_UP	Details ...	191	0.35685587	1.5016756	0.03076923	0.2723877	0.733	3994	tags=39%, list=24%, signal=50%	
CSR_EARLY_UP.V1_UP	CSR_EARLY_UP.V1_UP	Details ...	150	0.376998	1.4524091	0.073619634	0.3389949	0.828	1666	tags=26%, list=10%, signal=29%	
BMI1_DN.V1_UP	BMI1_DN.V1_UP	Details ...	142	0.3633162	1.4359542	0.087677725	0.34254697	0.847	1862	tags=25%, list=11%, signal=27%	
HOXA9_DN.V1_DN	HOXA9_DN.V1_DN	Details ...	186	0.32053384	1.4130522	0.06746988	0.36643952	0.871	2835	tags=27%, list=17%, signal=33%	
PKCA_DN.V1_DN	PKCA_DN.V1_DN	Details ...	137	0.29933998	1.4123245	0.021917809	0.34260914	0.873	2404	tags=28%, list=14%, signal=32%	
KRAS.DF.V1_UP	KRAS.DF.V1_UP	Details ...	191	0.29886654	1.3960904	0.036764707	0.3514234	0.889	3154	tags=30%, list=19%, signal=37%	
TBK1.DF_UP	TBK1.DF_UP	Details ...	284	0.30553633	1.3913788	0.05543237	0.3397343	0.896	3781	tags=35%, list=22%, signal=45%	
EGFR_UP.V1_UP	EGFR_UP.V1_UP	Details ...	192	0.35469002	1.3897319	0.114035085	0.32248354	0.898	2523	tags=32%, list=15%, signal=38%	
RB_P130_DN.V1_DN	RB_P130_DN.V1_DN	Details ...	133	0.3514593	1.3614504	0.10993657	0.3603728	0.926	3483	tags=35%, list=21%, signal=44%	
CAMP_UP.V1_DN	CAMP_UP.V1_DN	Details ...	196	0.3374475	1.3555226	0.07538803	0.35354367	0.931	2298	tags=28%, list=14%, signal=32%	
TBK1.DF_DN	TBK1.DF_DN	Details ...	284	0.39442396	1.3290707	0.19878297	0.38483572	0.945	3769	tags=44%, list=22%, signal=56%	
STK33_UP	STK33_UP		277	0.3437183	1.3103876	0.15822785	0.40910074	0.96	3630	tags=34%, list=21%, signal=43%	
PDGF_UP.V1_UP	PDGF_UP.V1_UP		138	0.29213583	1.3097925	0.08816706	0.39174643	0.96	2359	tags=27%, list=14%, signal=31%	
E2F1_UP.V1_DN	E2F1_UP.V1_DN		184	0.26969963	1.2874023	0.09115282	0.42221436	0.972	1976	tags=21%, list=12%, signal=24%	
NRL_DN.V1_UP	NRL_DN.V1_UP		128	0.26492536	1.2489392	0.09269663	0.494697	0.984	1703	tags=22%, list=10%, signal=24%	
RB_DN.V1_DN	RB_DN.V1_DN		117	0.2932027	1.2456639	0.15777262	0.4821673	0.985	1726	tags=22%, list=10%, signal=25%	
