NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
MEL18_DN.V1_UP	MEL18_DN.V1_UP	Details ...	140	-0.51385844	-1.9079973	0.0019880715	0.05772758	0.053	3525	tags=46%, list=21%, signal=58%	
BMI1_DN_MEL18_DN.V1_UP	BMI1_DN_MEL18_DN.V1_UP	Details ...	139	-0.47378153	-1.7336389	0.015686275	0.21836345	0.243	3360	tags=47%, list=20%, signal=58%	
BMI1_DN.V1_UP	BMI1_DN.V1_UP	Details ...	142	-0.44123754	-1.6750466	0.020283977	0.2655624	0.379	3549	tags=42%, list=21%, signal=53%	
GLI1_UP.V1_DN	GLI1_UP.V1_DN	Details ...	17	-0.5449728	-1.6589024	0.027484143	0.22789659	0.417	2527	tags=35%, list=15%, signal=41%	
ESC_V6.5_UP_EARLY.V1_DN	ESC_V6.5_UP_EARLY.V1_DN	Details ...	156	-0.42243755	-1.6512008	0.03373016	0.19607492	0.43	2620	tags=35%, list=15%, signal=41%	
TGFB_UP.V1_UP	TGFB_UP.V1_UP	Details ...	182	-0.41010445	-1.5930504	0.04255319	0.2770177	0.575	4937	tags=50%, list=29%, signal=70%	
YAP1_UP	YAP1_UP	Details ...	45	-0.44669396	-1.579416	0.020746889	0.26599765	0.605	5134	tags=56%, list=30%, signal=80%	
KRAS.50_UP.V1_DN	KRAS.50_UP.V1_DN	Details ...	41	-0.4522646	-1.5241101	0.03512015	0.36795807	0.747	2466	tags=37%, list=15%, signal=43%	
KRAS.LUNG_UP.V1_UP	KRAS.LUNG_UP.V1_UP	Details ...	114	-0.3464866	-1.3530911	0.102564104	1.0	0.953	2851	tags=30%, list=17%, signal=36%	
IL2_UP.V1_UP	IL2_UP.V1_UP	Details ...	171	-0.30634025	-1.3355055	0.09737828	1.0	0.965	4234	tags=38%, list=25%, signal=50%	
IL15_UP.V1_UP	IL15_UP.V1_UP	Details ...	166	-0.31250283	-1.3142854	0.106343284	1.0	0.976	4003	tags=37%, list=24%, signal=48%	
KRAS.DF.V1_UP	KRAS.DF.V1_UP	Details ...	191	-0.29455048	-1.3142395	0.10227273	0.9388123	0.976	2958	tags=28%, list=17%, signal=33%	
RELA_DN.V1_DN	RELA_DN.V1_DN	Details ...	118	-0.30282858	-1.2952342	0.088495575	0.96289945	0.981	2707	tags=26%, list=16%, signal=31%	
PTEN_DN.V2_UP	PTEN_DN.V2_UP	Details ...	123	-0.3189416	-1.2863363	0.13229571	0.9436996	0.987	3690	tags=35%, list=22%, signal=44%	
SNF5_DN.V1_UP	SNF5_DN.V1_UP	Details ...	164	-0.3362635	-1.2732552	0.1961165	0.942793	0.988	3939	tags=38%, list=23%, signal=49%	
RPS14_DN.V1_UP	RPS14_DN.V1_UP	Details ...	183	-0.36847442	-1.2687488	0.2407767	0.9079701	0.989	4253	tags=43%, list=25%, signal=57%	
