NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
CAHOY_NEURONAL	CAHOY_NEURONAL	Details ...	89	0.48887062	1.7294527	0.038116593	0.32140997	0.246	3401	tags=42%, list=20%, signal=52%	
KRAS.KIDNEY_UP.V1_UP	KRAS.KIDNEY_UP.V1_UP	Details ...	131	0.4878042	1.5008802	0.115226336	1.0	0.752	3128	tags=43%, list=18%, signal=52%	
E2F3_UP.V1_UP	E2F3_UP.V1_UP	Details ...	178	0.33655593	1.4978697	0.02247191	0.81988126	0.759	3742	tags=35%, list=22%, signal=44%	
PKCA_DN.V1_UP	PKCA_DN.V1_UP	Details ...	139	0.34794345	1.4888355	0.020689655	0.6587241	0.782	3703	tags=33%, list=22%, signal=42%	
YAP1_DN	YAP1_DN	Details ...	36	0.4050983	1.4527835	0.050632913	0.67092645	0.836	2976	tags=36%, list=18%, signal=44%	
RB_P107_DN.V1_DN	RB_P107_DN.V1_DN	Details ...	125	0.34548774	1.4010458	0.07474747	0.777521	0.907	4627	tags=39%, list=27%, signal=54%	
PDGF_ERK_DN.V1_UP	PDGF_ERK_DN.V1_UP	Details ...	129	0.29904774	1.3931258	0.033542976	0.70150894	0.916	4751	tags=40%, list=28%, signal=56%	
BMI1_DN.V1_DN	BMI1_DN.V1_DN	Details ...	130	0.3241805	1.370297	0.076271184	0.7008389	0.931	3029	tags=29%, list=18%, signal=35%	
MTOR_UP.N4.V1_UP	MTOR_UP.N4.V1_UP	Details ...	192	0.30215624	1.329535	0.08453608	0.787298	0.949	4246	tags=37%, list=25%, signal=49%	
MYC_UP.V1_UP	MYC_UP.V1_UP	Details ...	170	0.33665365	1.2859893	0.17670682	0.8964555	0.973	4943	tags=44%, list=29%, signal=61%	
IL21_UP.V1_DN	IL21_UP.V1_DN	Details ...	147	0.2920155	1.2479969	0.12954545	0.9980177	0.983	4795	tags=39%, list=28%, signal=55%	
SIRNA_EIF4GI_UP	SIRNA_EIF4GI_UP	Details ...	93	0.3047053	1.2227045	0.19631901	1.0	0.988	3673	tags=30%, list=22%, signal=38%	
KRAS.300_UP.V1_UP	KRAS.300_UP.V1_UP	Details ...	129	0.32871962	1.2209325	0.22365591	0.9636198	0.988	3128	tags=33%, list=18%, signal=40%	
CAMP_UP.V1_UP	CAMP_UP.V1_UP	Details ...	199	0.28726754	1.1948855	0.20892495	1.0	0.989	4705	tags=32%, list=28%, signal=44%	
PRC2_SUZ12_UP.V1_DN	PRC2_SUZ12_UP.V1_DN	Details ...	156	0.25065622	1.1928174	0.17832957	0.9614278	0.99	4213	tags=30%, list=25%, signal=40%	
SRC_UP.V1_UP	SRC_UP.V1_UP	Details ...	142	0.2966548	1.1808566	0.23489933	0.95388	0.993	3234	tags=29%, list=19%, signal=35%	
MTOR_UP.V1_UP	MTOR_UP.V1_UP	Details ...	156	0.28233033	1.1727909	0.23360656	0.9319017	0.993	4394	tags=34%, list=26%, signal=45%	
BMI1_DN_MEL18_DN.V1_DN	BMI1_DN_MEL18_DN.V1_DN	Details ...	142	0.28802362	1.1676059	0.2172043	0.9023593	0.994	3848	tags=35%, list=23%, signal=44%	
NRL_DN.V1_DN	NRL_DN.V1_DN	Details ...	121	0.25615346	1.1653016	0.20173536	0.8635227	0.994	3280	tags=25%, list=19%, signal=31%	
ATF2_S_UP.V1_UP	ATF2_S_UP.V1_UP	Details ...	169	0.24527341	1.1648246	0.18663594	0.8221986	0.994	4351	tags=32%, list=26%, signal=43%	
KRAS.600_UP.V1_UP	KRAS.600_UP.V1_UP		243	0.28527004	1.141538	0.26	0.87434256	0.997	3128	tags=30%, list=18%, signal=37%	
RPS14_DN.V1_DN	RPS14_DN.V1_DN		182	0.28515574	1.1285422	0.306	0.885427	0.997	3974	tags=32%, list=23%, signal=41%	
CAHOY_OLIGODENDROCUTIC	CAHOY_OLIGODENDROCUTIC		94	0.24995203	1.1243533	0.26939654	0.86148465	0.997	3185	tags=24%, list=19%, signal=30%	
NFE2L2.V2	NFE2L2.V2		383	0.2355737	1.1242907	0.21581197	0.8256802	0.997	3896	tags=29%, list=23%, signal=37%	
JAK2_DN.V1_UP	JAK2_DN.V1_UP		142	0.2620592	1.10331	0.3015873	0.86618453	0.999	4363	tags=32%, list=26%, signal=42%	
NOTCH_DN.V1_UP	NOTCH_DN.V1_UP		162	0.2360927	1.0970453	0.27408993	0.85562426	0.999	3595	tags=28%, list=21%, signal=35%	
RB_DN.V1_UP	RB_DN.V1_UP		114	0.28481007	1.0920411	0.3180873	0.841495	0.999	5982	tags=48%, list=35%, signal=74%	
PRC1_BMI_UP.V1_UP	PRC1_BMI_UP.V1_UP		163	0.25396377	1.079505	0.33842796	0.8523308	0.999	2434	tags=20%, list=14%, signal=23%	
CAHOY_ASTROCYTIC	CAHOY_ASTROCYTIC		92	0.26119354	1.0668515	0.33901918	0.8673544	1.0	2579	tags=25%, list=15%, signal=29%	
DCA_UP.V1_UP	DCA_UP.V1_UP		145	0.23798095	1.0656734	0.3256351	0.84193045	1.0	2753	tags=23%, list=16%, signal=28%	
KRAS.BREAST_UP.V1_DN	KRAS.BREAST_UP.V1_DN		119	0.25963557	1.0456356	0.37391305	0.8831576	1.0	1628	tags=17%, list=10%, signal=18%	
PRC2_EED_DN.V1_UP	PRC2_EED_DN.V1_UP		170	0.24130212	1.0404506	0.36041668	0.87245655	1.0	3521	tags=25%, list=21%, signal=31%	
KRAS.AMP.LUNG_UP.V1_DN	KRAS.AMP.LUNG_UP.V1_DN		118	0.24118067	1.0381036	0.3859649	0.8541742	1.0	1066	tags=14%, list=6%, signal=14%	
TBK1.DN.48HRS_DN	TBK1.DN.48HRS_DN		50	0.27897763	1.0346625	0.40123457	0.8401941	1.0	4090	tags=32%, list=24%, signal=42%	
BCAT_BILD_ET_AL_UP	BCAT_BILD_ET_AL_UP		44	0.30103067	1.0242445	0.4311377	0.84973013	1.0	2595	tags=20%, list=15%, signal=24%	
LTE2_UP.V1_UP	LTE2_UP.V1_UP		186	0.22902274	1.0174019	0.40082645	0.8482655	1.0	3975	tags=28%, list=23%, signal=37%	
PRC1_BMI_UP.V1_DN	PRC1_BMI_UP.V1_DN		149	0.21504787	1.0025432	0.44292238	0.8703905	1.0	4525	tags=31%, list=27%, signal=42%	
ALK_DN.V1_DN	ALK_DN.V1_DN		115	0.23100978	0.9998776	0.43333334	0.85499597	1.0	3780	tags=26%, list=22%, signal=33%	
PRC2_SUZ12_UP.V1_UP	PRC2_SUZ12_UP.V1_UP		165	0.22633584	0.99865556	0.4295302	0.83639735	1.0	3521	tags=27%, list=21%, signal=33%	
BCAT_GDS748_UP	BCAT_GDS748_UP		45	0.2614346	0.991428	0.46325168	0.8373036	1.0	4829	tags=36%, list=29%, signal=50%	
RB_P130_DN.V1_UP	RB_P130_DN.V1_UP		120	0.26008758	0.9902311	0.48240167	0.82071036	1.0	5627	tags=50%, list=33%, signal=74%	
CSR_LATE_UP.V1_UP	CSR_LATE_UP.V1_UP		159	0.29441783	0.98943484	0.45725647	0.8041738	1.0	4827	tags=42%, list=29%, signal=58%	
KRAS.AMP.LUNG_UP.V1_UP	KRAS.AMP.LUNG_UP.V1_UP		107	0.25135252	0.97930217	0.50772625	0.81560415	1.0	3341	tags=26%, list=20%, signal=32%	
