NAME	TITLE	SCORE	
FAM169BP	family with sequence similarity 169 member B, pseudogene [Source:HGNC Symbol;Acc:HGNC:26835]	0.20574977	
MEP1A	meprin A subunit alpha [Source:HGNC Symbol;Acc:HGNC:7015]	0.20572802	
RRM1	ribonucleotide reductase catalytic subunit M1 [Source:HGNC Symbol;Acc:HGNC:10451]	0.20570865	
ATP2A3	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3 [Source:HGNC Symbol;Acc:HGNC:813]	0.20555662	
CFAP70	cilia and flagella associated protein 70 [Source:HGNC Symbol;Acc:HGNC:30726]	0.20535728	
HADHB	hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit beta [Source:HGNC Symbol;Acc:HGNC:4803]	0.20528324	
MT1H	metallothionein 1H [Source:HGNC Symbol;Acc:HGNC:7400]	0.2050186	
SLC48A1	solute carrier family 48 member 1 [Source:HGNC Symbol;Acc:HGNC:26035]	0.20487934	
CLDN3	claudin 3 [Source:HGNC Symbol;Acc:HGNC:2045]	0.20484711	
GRIN2A	glutamate ionotropic receptor NMDA type subunit 2A [Source:HGNC Symbol;Acc:HGNC:4585]	0.20461556	
MSRA	methionine sulfoxide reductase A [Source:HGNC Symbol;Acc:HGNC:7377]	0.20369251	
SYCE3	synaptonemal complex central element protein 3 [Source:HGNC Symbol;Acc:HGNC:35245]	0.2036433	
TMEM164	transmembrane protein 164 [Source:HGNC Symbol;Acc:HGNC:26217]	0.20350938	
MLYCD	malonyl-CoA decarboxylase [Source:HGNC Symbol;Acc:HGNC:7150]	0.20298478	
RPS4Y1	ribosomal protein S4 Y-linked 1 [Source:HGNC Symbol;Acc:HGNC:10425]	0.20279394	
SGSM1	small G protein signaling modulator 1 [Source:HGNC Symbol;Acc:HGNC:29410]	0.20259169	
MTUS1	microtubule associated scaffold protein 1 [Source:HGNC Symbol;Acc:HGNC:29789]	0.2020867	
SLC2A2	solute carrier family 2 member 2 [Source:HGNC Symbol;Acc:HGNC:11006]	0.201882	
PLIN5	perilipin 5 [Source:HGNC Symbol;Acc:HGNC:33196]	0.20185792	
MAIP1	matrix AAA peptidase interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:26198]	0.20175846	
KIAA0319	KIAA0319 [Source:HGNC Symbol;Acc:HGNC:21580]	0.20154546	
TMEFF2	transmembrane protein with EGF like and two follistatin like domains 2 [Source:HGNC Symbol;Acc:HGNC:11867]	0.20129368	
YBEY	ybeY metalloendoribonuclease [Source:HGNC Symbol;Acc:HGNC:1299]	0.20091404	
PSMG3-AS1	PSMG3 antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:22230]	0.20089085	
GNAZ	G protein subunit alpha z [Source:HGNC Symbol;Acc:HGNC:4395]	0.20072575	
ARHGAP44	Rho GTPase activating protein 44 [Source:HGNC Symbol;Acc:HGNC:29096]	0.20044988	
