NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
SINGH_KRAS_DEPENDENCY_SIGNATURE	SINGH_KRAS_DEPENDENCY_SIGNATURE	Details ...	20	-0.7311757	-1.7612803	0.024074074	0.22601621	0.208	1893	tags=60%, list=11%, signal=67%	
MEK_UP.V1_UP	MEK_UP.V1_UP	Details ...	194	-0.3890694	-1.5558702	0.023508137	0.7295032	0.707	2757	tags=37%, list=16%, signal=43%	
MEL18_DN.V1_UP	MEL18_DN.V1_UP	Details ...	140	-0.41683218	-1.5322756	0.047368422	0.58796936	0.761	2762	tags=36%, list=16%, signal=43%	
P53_DN.V1_UP	P53_DN.V1_UP	Details ...	190	-0.37353188	-1.4860198	0.045936394	0.61667323	0.842	2624	tags=31%, list=15%, signal=36%	
ESC_V6.5_UP_EARLY.V1_DN	ESC_V6.5_UP_EARLY.V1_DN	Details ...	156	-0.36865732	-1.4515939	0.067010306	0.6284588	0.882	2769	tags=34%, list=16%, signal=40%	
BMI1_DN_MEL18_DN.V1_UP	BMI1_DN_MEL18_DN.V1_UP	Details ...	139	-0.40084448	-1.4304358	0.09397163	0.6061781	0.902	2921	tags=39%, list=17%, signal=47%	
GCNP_SHH_UP_LATE.V1_DN	GCNP_SHH_UP_LATE.V1_DN	Details ...	165	-0.32286486	-1.3690668	0.066433564	0.77698666	0.96	3784	tags=35%, list=22%, signal=44%	
ERBB2_UP.V1_UP	ERBB2_UP.V1_UP	Details ...	189	-0.3112685	-1.3599113	0.07445008	0.7181107	0.962	2976	tags=32%, list=18%, signal=39%	
BMI1_DN.V1_UP	BMI1_DN.V1_UP	Details ...	142	-0.35973328	-1.3540426	0.1221239	0.6610152	0.964	2346	tags=30%, list=14%, signal=35%	
GLI1_UP.V1_DN	GLI1_UP.V1_DN	Details ...	17	-0.41131523	-1.2342013	0.1873805	1.0	0.997	2774	tags=35%, list=16%, signal=42%	
